gene_i,gene_j,n_shared_taxa,pearson,spearman,is_grn_edge,network
AKR1C4,AR,73,0.06621875985716802,0.19198889141105535,False,non_edge
AKR1C4,ASIP,65,-0.006185632267676509,0.058259753322195525,False,non_edge
AKR1C4,BNC2,65,0.08260297826702057,0.10969225395044972,False,non_edge
AKR1C4,CGA,39,0.11650996673000119,0.13424728188559285,False,non_edge
AKR1C4,CYP11A1,71,0.18171868800846694,0.1374912861412602,False,non_edge
AKR1C4,CYP11B1,71,-0.0022798412861539602,0.08930875109898316,False,non_edge
AKR1C4,CYP11B2,73,0.0013994027917226678,0.10381908877180125,False,non_edge
AKR1C4,CYP17A1,45,0.11582381846622525,0.10192570249558641,False,non_edge
AKR1C4,CYP19A1,71,0.05136722544766494,0.07441383933874882,False,non_edge
AKR1C4,CYP7B1,72,0.17050344840266107,0.16336471232297128,False,non_edge
AKR1C4,DCT,73,-0.04056660215110332,0.09498288357226616,False,non_edge
AKR1C4,EDN3,60,-0.03434466540028579,0.014287069660977259,False,non_edge
AKR1C4,EDNRB,26,0.03816609273490906,0.02070512542018216,False,non_edge
AKR1C4,ESR1,70,0.015325375745568451,0.03513190699762604,False,non_edge
AKR1C4,ESR2,71,-0.11251666816367653,-0.044545083960189184,False,non_edge
AKR1C4,FKBP5,74,-0.06053960459129527,-0.06456254319741069,False,non_edge
AKR1C4,FOXD3,70,0.04654006280954231,0.03560108078948655,False,non_edge
AKR1C4,FSHB,75,0.11732328179749127,0.1667552745446523,False,non_edge
AKR1C4,FSHR,76,0.06784773617142456,0.06837328182299575,False,non_edge
AKR1C4,GNA11,62,-0.017925702511884318,0.000343178632458722,False,non_edge
AKR1C4,GNAQ,53,0.033263791784759966,0.08867917049651154,False,non_edge
AKR1C4,GNRH1,69,0.1864436571295145,0.16919786976831702,False,non_edge
AKR1C4,GNRH2,37,0.11726660660214112,0.09508734704753914,False,non_edge
AKR1C4,GNRHR,73,0.02915405084358828,0.10331341180944041,False,non_edge
AKR1C4,GPER1,74,0.16121314541594736,0.15926134455175353,False,non_edge
AKR1C4,HSD17B1,24,0.12640800242146155,0.18636276650881878,False,non_edge
AKR1C4,HSD17B11,69,0.07445418917527846,0.05894015388178591,False,non_edge
AKR1C4,HSD17B12,31,0.34233291140151373,0.3900782535644446,False,non_edge
AKR1C4,HSD17B2,73,0.13563125646386767,0.10214982236191283,False,non_edge
AKR1C4,HSD17B3,73,-0.01072245730344217,0.11743581182832061,False,non_edge
AKR1C4,HSD17B6,69,0.1361144118819161,0.10269373795457898,False,non_edge
AKR1C4,HSD17B7,57,0.07242481747475649,0.06169348913961351,False,non_edge
AKR1C4,HSD17B8,43,0.09287283465826048,0.1132714762944038,False,non_edge
AKR1C4,HSD3B1,64,0.13329412001717983,0.13630807513501433,False,non_edge
AKR1C4,HSD3B2,48,0.0022775409769265277,-0.025529998496630367,False,non_edge
AKR1C4,IRF4,74,0.24730368787945192,0.2460532043895473,False,non_edge
AKR1C4,KISS1,52,0.15573901070252033,0.08821089980728977,False,non_edge
AKR1C4,KISS1R,70,0.07549734034281812,0.044856762594753456,False,non_edge
AKR1C4,KITLG,77,0.1412228826456282,0.15293054514067908,False,non_edge
AKR1C4,LDLR,54,0.01575765313854232,0.039278548489724105,False,non_edge
AKR1C4,LEF1,47,0.1716217035663768,0.1726891851923093,False,non_edge
AKR1C4,LHB,50,0.1206466017169278,0.12025086359007603,False,non_edge
AKR1C4,LHCGR,71,0.10695224913368465,0.09467231511316013,False,non_edge
AKR1C4,MC1R,72,0.12708539344156072,0.12361913327030459,False,non_edge
AKR1C4,MFSD12,43,0.19968341594404582,0.2818862470961809,False,non_edge
AKR1C4,MITF,67,-0.008455089063524001,0.058174128161756856,False,non_edge
AKR1C4,MLANA,62,0.07225800249079477,0.09726901897834445,False,non_edge
AKR1C4,MRAP2,50,0.08066607204636543,0.06243695109429976,False,non_edge
AKR1C4,NCOA1,75,-0.0403744766960619,0.11486798836548757,False,non_edge
AKR1C4,NCOA2,76,0.06084024877021077,0.05646433888482928,False,non_edge
AKR1C4,NCOA3,67,0.03594692318575369,0.05738321021317731,False,non_edge
AKR1C4,NCOR2,65,0.08958753647178241,0.06938281347988229,False,non_edge
AKR1C4,OCA2,56,0.11808296782175143,0.12043807288761539,False,non_edge
AKR1C4,PAX3,69,0.005958669571737872,-0.010277563557736053,False,non_edge
AKR1C4,PMEL,70,0.1656167254647769,0.1499668554502536,False,non_edge
AKR1C4,POMC,27,-0.14412757175575566,-0.1254820906882864,False,non_edge
AKR1C4,SCARB1,59,0.12945157720975817,0.13725778307502168,False,non_edge
AKR1C4,SHBG,35,-0.0022187818860012545,0.041065361420218306,False,non_edge
AKR1C4,SLC24A4,75,0.09621699036506615,0.18667035049407585,False,non_edge
AKR1C4,SLC24A5,78,0.08922343629226158,0.09445477342983319,False,non_edge
AKR1C4,SLC45A2,76,0.0467661008092955,0.07686905378826801,False,non_edge
AKR1C4,SOX10,73,0.008692891233784476,0.003941567401607129,False,non_edge
AKR1C4,SRD5A1,71,0.1323320930272081,0.14035340708230873,False,non_edge
AKR1C4,SRD5A2,48,0.049145452685969246,0.03424640900207057,False,non_edge
AKR1C4,SRD5A3,43,0.21124478118449067,0.20456791140454897,False,non_edge
AKR1C4,STAR,68,0.14242420233208153,0.1438196188400593,False,non_edge
AKR1C4,STS,73,0.008492527305694119,0.0657694224485204,False,non_edge
AKR1C4,SULT1E1,75,0.18366761449690786,0.19676409920359933,False,non_edge
AKR1C4,TFAP2A,72,0.19108776019106297,0.2644367076148949,False,non_edge
AKR1C4,TYR,77,0.0757452044004997,0.07505999724532358,False,non_edge
AKR1C4,TYRP1,75,0.10884589198627498,0.10275660841589089,False,non_edge
AKR1C8,AR,67,0.11623827476853137,0.5960575405876926,False,non_edge
AKR1C8,ASIP,57,0.24203595910324724,0.6307641251655088,False,non_edge
AKR1C8,BNC2,56,0.7225445667095017,0.7675711885631498,False,non_edge
AKR1C8,CGA,38,0.27925299925966296,0.2663941091715683,False,non_edge
AKR1C8,CYP11A1,65,0.7739965301221443,0.830416384247141,False,non_edge
AKR1C8,CYP11B1,65,0.354349323973272,0.37455006718524375,False,non_edge
AKR1C8,CYP11B2,66,0.35080780166227504,0.40559667350972073,False,non_edge
AKR1C8,CYP17A1,47,0.8817121219391906,0.7279944074574407,False,non_edge
AKR1C8,CYP19A1,64,0.6819287717386149,0.8604830626455525,False,non_edge
AKR1C8,CYP7B1,66,0.7976351781899859,0.8072707652042151,False,non_edge
AKR1C8,DCT,64,0.07474445478448417,0.553241439612847,False,non_edge
AKR1C8,EDN3,56,0.3040231461863401,0.5843244993648088,False,non_edge
AKR1C8,EDNRB,21,0.4503923787624341,0.4452602313280221,False,non_edge
AKR1C8,ESR1,62,0.04483154901682166,0.20639322359613999,False,non_edge
AKR1C8,ESR2,65,-0.02922118021531802,0.24295958160836192,False,non_edge
AKR1C8,FKBP5,66,0.0973179745225959,0.38777880661494835,False,non_edge
AKR1C8,FOXD3,64,0.6530039112925883,0.7287182130097906,False,non_edge
AKR1C8,FSHB,68,0.7022265328658944,0.7583550520070207,False,non_edge
AKR1C8,FSHR,68,0.6511572079282202,0.7369764702612156,False,non_edge
AKR1C8,GNA11,55,0.27821588226840854,0.5397449199545035,False,non_edge
AKR1C8,GNAQ,46,0.19207321568093,0.25042058962363695,False,non_edge
AKR1C8,GNRH1,64,0.7552320963742087,0.746508616343285,False,non_edge
AKR1C8,GNRH2,37,0.5321424669319703,0.6590364540568867,False,non_edge
AKR1C8,GNRHR,66,0.30011511182515976,0.60501032095772,False,non_edge
AKR1C8,GPER1,66,0.7261108608867808,0.7527681968946801,False,non_edge
AKR1C8,HSD17B1,18,0.74338162140109,0.6747341246281704,False,non_edge
AKR1C8,HSD17B11,62,0.17455456668944325,0.27994953852377263,False,non_edge
AKR1C8,HSD17B12,27,0.685689305166947,0.6560249970221695,False,non_edge
AKR1C8,HSD17B2,66,0.6083508085313527,0.592505801430232,False,non_edge
AKR1C8,HSD17B3,63,0.19212637969516622,0.6077290881831201,False,non_edge
AKR1C8,HSD17B6,63,0.011609494323558702,0.11362708320775514,False,non_edge
AKR1C8,HSD17B7,53,0.6859950899581313,0.7574244707572293,False,non_edge
AKR1C8,HSD17B8,38,0.9074057896167871,0.851083852854708,False,non_edge
AKR1C8,HSD3B1,58,0.7456369276672674,0.7376984088602724,False,non_edge
AKR1C8,HSD3B2,42,0.6413329130173178,0.7512945704923782,False,non_edge
AKR1C8,IRF4,67,0.7346824510510961,0.7561142831685623,False,non_edge
AKR1C8,KISS1,51,0.9375794902129948,0.6907819719610405,False,non_edge
AKR1C8,KISS1R,62,0.7740829718937179,0.75180959292941,False,non_edge
AKR1C8,KITLG,68,0.5832866511803216,0.5924465049167309,False,non_edge
AKR1C8,LDLR,46,0.017750651166083906,0.12635006018094305,False,non_edge
AKR1C8,LEF1,43,0.6187898890477652,0.6190297897793259,False,non_edge
AKR1C8,LHB,44,0.5547850811766885,0.7103929687619184,False,non_edge
AKR1C8,LHCGR,65,0.6742676566564607,0.7111049629152288,False,non_edge
AKR1C8,MC1R,66,0.7153373539133285,0.7663752328173129,False,non_edge
AKR1C8,MFSD12,33,0.02109520322344756,0.21582147653685688,False,non_edge
AKR1C8,MITF,59,0.21640209166607066,0.4613753308832383,False,non_edge
AKR1C8,MLANA,56,0.7037998842926927,0.7558096714418694,False,non_edge
AKR1C8,MRAP2,44,0.6307823711302478,0.746940229826597,False,non_edge
AKR1C8,NCOA1,67,0.016339765603820514,0.6890533026229078,False,non_edge
AKR1C8,NCOA2,67,0.6802786831550895,0.6828617050661934,False,non_edge
AKR1C8,NCOA3,62,0.7769205974405191,0.8366581351012946,False,non_edge
AKR1C8,NCOR2,57,0.7634761309863262,0.795190774100675,False,non_edge
AKR1C8,OCA2,49,-0.13828920715882176,0.13582095168255107,False,non_edge
AKR1C8,PAX3,64,-0.04009512763460306,-0.0033272408723121166,False,non_edge
