origin_id,gene,category,module,set,K,p_value,p_BH,LRT,n_fg,n_tips_kept,n_sites,status
origin_14,RAB27A,melanosome_biogenesis,pigmentation,?,1.358321574050675,1,1.0,-0.00554661178830429,2,76,218,ok
origin_14,RAB5C,melanosome_biogenesis,pigmentation,?,0.905414011596,1,1.0,-9.567884262651205e-10,2,30,249,ok
origin_14,RAF1,melanogenesis_regulation,pigmentation,?,1,1,1.0,-0.02105269167077495,2,52,668,ok
origin_14,SLC17A5,melanosome_biogenesis,pigmentation,?,0.03119723577337531,1,1.0,0,2,59,244,ok
origin_14,SPTLC2,melanogenesis_regulation,pigmentation,?,1.358321574050675,1,1.0,-5.528359906747937e-05,2,78,328,ok
origin_14,TRAF6,melanogenesis_regulation,pigmentation,?,0.903606798,1,1.0,-3.117747837677598e-09,2,64,522,ok
origin_14,AKR1C8,steroid_biosynthesis,hormone,hormone,0.06961990390373794,0.01263232889501287,0.5508,6.219885402610089,2,57,295,ok
origin_14,NCOA3,coactivator_corepressor_carrier,hormone,hormone,0,0.01327346525906103,0.5508,6.132292461847101,2,67,1128,ok
origin_14,SCARB1,steroid_biosynthesis,hormone,hormone,1.352495921086169,0.03739096744868231,0.7416,4.332514621313749,2,63,397,ok
origin_14,LDLR,steroid_biosynthesis,hormone,hormone,0.5407464241600275,0.08510244046576354,1.0,2.964658221972059,2,54,803,ok
origin_14,LHCGR,hpg_axis,hormone,hormone,0.1764654308280338,0.1917677834363709,1.0,1.703983973542563,2,71,401,ok
origin_14,AR,androgen_axis,hormone,hormone,0.4861883025345031,0.2537612100237828,1.0,1.302477309211099,2,73,274,ok
origin_14,NCOR1,coactivator_corepressor_carrier,hormone,hormone,2.569769180859986,0.2598732171722163,1.0,1.269432246359429,2,72,960,ok
origin_14,HSD17B3,androgen_axis,hormone,hormone,1.031574126752787e-11,0.2645273047322233,1.0,1.244907740359849,2,74,159,ok
origin_14,FSHR,hpg_axis,hormone,hormone,3.920094608799789,0.2832709360278709,1.0,1.151329861706472,2,75,478,ok
origin_14,ESR2,estrogen_axis,hormone,hormone,0,0.3285905702258912,1.0,0.9544444693938203,2,73,156,ok
origin_14,HSD17B7,steroid_biosynthesis,hormone,hormone,0.1094987421910418,0.3593721654561598,1.0,0.8400860368383292,2,58,334,ok
origin_14,FSHB,hpg_axis,hormone,hormone,0.0001623772084275253,0.4298636441325377,1.0,0.6231918437315471,2,76,129,ok
origin_14,CYP11A1,steroid_biosynthesis,hormone,hormone,20.4899439113567,0.4363924727503453,1.0,0.6057501050891005,2,68,432,ok
origin_14,CYP7B1,steroid_biosynthesis,hormone,hormone,0.6283980745365594,0.4568345476174108,1.0,0.5536391317546077,2,68,465,ok
origin_14,NCOA2,coactivator_corepressor_carrier,hormone,hormone,0.5211563094585259,0.4853591043058284,1.0,0.4867980590734078,2,77,878,ok
origin_14,KISS1,hpg_axis,hormone,hormone,1.151481562486265,0.5874630905928688,1.0,0.2943236066143982,2,50,137,ok
origin_14,GPER1,estrogen_axis,hormone,hormone,0.7308613071952645,0.6307229572620326,1.0,0.2310816519038781,2,73,375,ok
origin_14,AKR1C2,steroid_biosynthesis,hormone,hormone,0.1756195579403436,0.6439070413292438,1.0,0.2136686284284224,2,56,321,ok
origin_14,NCOA1,coactivator_corepressor_carrier,hormone,hormone,0.7927364607370392,0.6800226315176892,1.0,0.1701003583020793,2,77,556,ok
origin_14,GNA11,gnrh_signaling,hormone,hormone,3.676711742014966,0.6853583485585473,1.0,0.1641563418088481,2,59,314,ok
origin_14,STS,estrogen_axis,hormone,hormone,2.605260183864593,0.7659113058476338,1.0,0.08864154484581377,2,77,319,ok
origin_14,HSD17B2,steroid_biosynthesis,hormone,hormone,0.492258085081406,0.7884689197155954,1.0,0.07198453201635857,2,75,166,ok
origin_14,AKR1C4,steroid_biosynthesis,hormone,hormone,1.318966993144387,0.8150582936697173,1.0,0.05471181282337056,2,65,323,ok
origin_14,KISS1R,hpg_axis,hormone,hormone,0.8619207236491035,0.834408172640865,1.0,0.04370245620702917,2,71,398,ok
origin_14,CYP21A2,steroid_biosynthesis,hormone,hormone,0.8256046859195307,0.838550517659403,1.0,0.04151320196251618,2,58,425,ok
origin_14,AKR1C1,steroid_biosynthesis,hormone,hormone,1.363623591001294,0.8533311452059223,1.0,0.03417684935266152,2,51,308,ok
origin_14,HSD17B6,steroid_biosynthesis,hormone,hormone,0.6900325106313641,0.8534300438057119,1.0,0.03413024630572181,2,68,317,ok
origin_14,AKR1C3,androgen_axis,hormone,hormone,0.1521981540672363,0.8589514542150205,1.0,0.03158051699938369,2,53,316,ok
origin_14,FKBP5,coactivator_corepressor_carrier,hormone,hormone,0.8190120251184773,0.8740691185052587,1.0,0.02511971630519838,2,75,288,ok
origin_14,GNRHR,hpg_axis,hormone,hormone,0.9189954047817769,0.9053503001442185,1.0,0.01413849516939081,2,74,328,ok
origin_14,HSD17B11,steroid_biosynthesis,hormone,hormone,0.9223944958309902,0.9303668869699127,1.0,0.007635831510924618,2,70,231,ok
origin_14,CYP19A1,estrogen_axis,hormone,hormone,1.048588314049032,0.951509729720578,1.0,0.003697977734191227,2,67,405,ok
origin_14,HSD3B1,steroid_biosynthesis,hormone,hormone,1.000020000300004e-10,0.9820315297496591,1.0,0.0005072423609817633,2,60,373,ok
origin_14,GNRH1,hpg_axis,hormone,hormone,1.002831819949314,0.9884041213008431,1.0,0.0002112310621669167,2,70,96,ok
origin_14,CYP11B2,steroid_biosynthesis,hormone,hormone,2.25,0.9999994619468846,1.0,4.547473508864641e-13,2,68,99,ok
origin_14,CYP11B1,steroid_biosynthesis,hormone,hormone,1.358321574050675,1,1.0,-2.307792328792857e-06,2,67,91,ok
origin_14,CYP17A1,androgen_axis,hormone,hormone,1.358321574050675,1,1.0,0,2,44,536,ok
origin_14,HSD17B8,steroid_biosynthesis,hormone,hormone,0.903606798,1,1.0,-0.0005211852303546038,2,42,257,ok
origin_14,SRD5A1,androgen_axis,hormone,hormone,1,1,1.0,0,2,75,236,ok
origin_14,SULT1E1,estrogen_axis,hormone,hormone,2.25,1,1.0,0,2,75,294,ok
origin_14,TYRP1,enzyme,pigmentation,pigmentation,2.827606765486201,0.04121804902313231,0.7416,4.167027677947772,2,76,420,ok
origin_14,KITLG,receptor_signaling,pigmentation,pigmentation,0.3268237313247829,0.04467189943571692,0.7416,4.030983206412202,2,80,230,ok
origin_14,SLC24A4,melanosome_transport,pigmentation,pigmentation,2.614826098902849,0.08140439374964203,1.0,3.036637140274252,2,77,339,ok
origin_14,BNC2,transcription,pigmentation,pigmentation,11.84543788746475,0.4503184808122627,1.0,0.5698501201914041,2,67,898,ok
origin_14,MITF,transcription,pigmentation,pigmentation,0.6739145437045241,0.4878525373903124,1.0,0.4812591256613814,2,75,410,ok
origin_14,DCT,enzyme,pigmentation,pigmentation,1.254860667641371,0.6990152558558572,1.0,0.1494983069533191,2,76,366,ok
origin_14,IRF4,transcription,pigmentation,pigmentation,0.8880407033947108,0.8090186282751322,1.0,0.05841514801795711,2,71,451,ok
origin_14,SLC45A2,melanosome_transport,pigmentation,pigmentation,0.8466505642877005,0.8258614699992203,1.0,0.04840547170169884,2,76,344,ok
origin_14,PAX3,transcription,pigmentation,pigmentation,1.059673421092112,0.9020826032588759,1.0,0.01513661041099112,2,71,285,ok
origin_14,MLANA,melanosome,pigmentation,pigmentation,1.358321574050675,0.9999994619468846,1.0,4.547473508864641e-13,2,67,118,ok
origin_14,LEF1,transcription,pigmentation,pigmentation,1.358321574050675,1,1.0,-0.003766990349049593,2,46,234,ok
origin_14,MC1R,receptor_signaling,pigmentation,pigmentation,2.25,1,1.0,-1.818989403545856e-12,2,70,317,ok
origin_14,OCA2,melanosome_transport,pigmentation,pigmentation,1.358321574050675,1,1.0,-0.02581484545999047,2,62,111,ok
origin_14,PMEL,melanosome,pigmentation,pigmentation,1,1,1.0,-0.0003534322768246057,2,69,552,ok
origin_14,SLC24A5,melanosome_transport,pigmentation,pigmentation,0.903606798,1,1.0,-0.0001092431266442873,2,80,403,ok
origin_14,TFAP2A,transcription,pigmentation,pigmentation,0.903606798,1,1.0,-5.108700406708522e-05,2,69,445,ok
origin_14,TYR,enzyme,pigmentation,pigmentation,0.903606798,1,1.0,-0.01291684838179208,2,79,346,ok
origin_7,SPTLC2,melanogenesis_regulation,pigmentation,?,2.76116560459612,6.167011504465414e-06,0.0002,20.43565343138107,6,82,328,ok
origin_7,HPS4,melanosome_biogenesis,pigmentation,?,30.0512815567062,0.0006221697283324001,0.0079,11.70844849019886,6,33,473,ok
origin_7,CDC42,melanogenesis_regulation,pigmentation,?,1.908275884495255,0.0641272093823847,0.327,3.427291004516974,3,54,191,ok
origin_7,HPS1,melanosome_biogenesis,pigmentation,?,0.7650911236931099,0.08668327924413843,0.4019,2.934914001078141,6,75,701,ok
origin_7,RAB27A,melanosome_biogenesis,pigmentation,?,1.412175656788374,0.1052000168781945,0.4665,2.624886659144977,6,80,218,ok
origin_7,CTNS,melanosome_biogenesis,pigmentation,?,0.5862901994000461,0.17296054785702,0.6534,1.857094186064387,6,65,326,ok
origin_7,SRC,melanogenesis_regulation,pigmentation,?,0.4886766589954306,0.2001177038436371,0.6804,1.641515197105036,6,60,536,ok
origin_7,HPS3,melanosome_biogenesis,pigmentation,?,2.259016909344921,0.2311454168107685,0.7368,1.433799136520975,6,82,619,ok
origin_7,CDH2,melanogenesis_regulation,pigmentation,?,0.08901613656972483,0.2904373459080617,0.8464,1.117592946142395,6,76,549,ok
origin_7,HPS5,melanosome_biogenesis,pigmentation,?,1.286252082456474,0.4653519692665595,1.0,0.5329912845409126,6,78,816,ok
origin_7,SLC1A2,melanosome_biogenesis,pigmentation,?,3.869177573140959,0.4729852224775619,1.0,0.5149933578204582,6,76,371,ok
origin_7,RACK1,melanogenesis_regulation,pigmentation,?,1.145051720857383,0.488598753888327,1.0,0.4796105954210361,6,76,317,ok
origin_7,TRAF6,melanogenesis_regulation,pigmentation,?,6.672186879257748,0.5023352757896433,1.0,0.4499993232275301,3,65,522,ok
origin_7,AP3D1,melanosome_biogenesis,pigmentation,?,1.046726261669012,0.5802330633259909,1.0,0.3058580182005244,6,78,903,ok
origin_7,EP300,melanogenesis_regulation,pigmentation,?,0.8186390211757852,0.6262470958104562,1.0,0.2371844421504647,6,74,1129,ok
origin_7,EGFR,melanogenesis_regulation,pigmentation,?,0.9371741384099276,0.7003572655208112,1.0,0.1481004710112757,6,74,700,ok
origin_7,HRAS,melanogenesis_regulation,pigmentation,?,0.8401103340748951,0.7116100091611117,1.0,0.1366741435349468,6,83,189,ok
origin_7,SLC44A4,melanosome_biogenesis,pigmentation,?,0.8614029755471482,0.7271440474956712,1.0,0.1217501136379724,6,80,681,ok
origin_7,PPP3CA,melanogenesis_regulation,pigmentation,?,0.9669470504099196,0.7778387558790187,1.0,0.07960107143662754,6,72,302,ok
origin_7,MYO5A,melanosome_biogenesis,pigmentation,?,0.9920319042553616,0.903448722786039,1.0,0.01471512879652437,6,69,556,ok
origin_7,AP3B1,melanosome_biogenesis,pigmentation,?,1.002723420692895,0.9588228771185614,1.0,0.002665739521034993,6,80,487,ok
origin_7,BLOC1S6,melanosome_biogenesis,pigmentation,?,1.358321574050675,1,1.0,-2.34194885706529e-11,2,26,97,ok
origin_7,CTNNB1,melanogenesis_regulation,pigmentation,?,0.9999999999690792,1,1.0,0,6,74,777,ok
origin_7,GPR143,melanosome_biogenesis,pigmentation,?,0.905414011596,1,1.0,-0.001463717240767437,5,79,227,ok
origin_7,HGF,melanogenesis_regulation,pigmentation,?,1,1,1.0,-0.07159499030967709,6,75,614,ok
origin_7,MAPK3,melanogenesis_regulation,pigmentation,?,2.25,1,1.0,0,6,79,379,ok
origin_7,RAB5C,melanosome_biogenesis,pigmentation,?,1,1,1.0,-5.498611699294997e-06,3,31,249,ok
origin_7,SLC17A5,melanosome_biogenesis,pigmentation,?,1.358321574050675,1,1.0,0,5,62,244,ok
origin_7,SRD5A3,androgen_axis,hormone,hormone,2.30569048285909,8.004456319987696e-09,0.0,33.27402828390041,3,53,297,ok
origin_7,HSD17B7,steroid_biosynthesis,hormone,hormone,1.956570737187486,3.930183324896142e-06,0.0001,21.29860045194891,7,63,334,ok
origin_7,SRD5A1,androgen_axis,hormone,hormone,7.292550586266027,2.965797590770425e-05,0.0006,17.43961721686901,6,79,236,ok
origin_7,SHBG,coactivator_corepressor_carrier,hormone,hormone,0.01710808901017926,0.00252184252817822,0.0257,9.124678113296795,5,42,495,ok
origin_7,SCARB1,steroid_biosynthesis,hormone,hormone,1.31734924916772,0.003768539729661513,0.0345,8.392106252074882,7,68,397,ok
origin_7,LDLR,steroid_biosynthesis,hormone,hormone,1.180539349971088,0.007745064643497557,0.0564,7.091494203734328,7,59,803,ok
origin_7,CYP21A2,steroid_biosynthesis,hormone,hormone,1.564600207129549,0.02447126491282059,0.156,5.060918529061382,4,60,425,ok
origin_7,LHB,hpg_axis,hormone,hormone,4.577270230722484e-12,0.02910920864505273,0.1747,4.761143163124871,5,58,164,ok
origin_7,CGA,hpg_axis,hormone,hormone,1.319190093854134,0.05156485608732486,0.2922,3.789830950478972,7,50,161,ok
origin_7,ESR1,estrogen_axis,hormone,hormone,0.4411681437774504,0.06151178760674747,0.327,3.496146892106481,7,79,183,ok
origin_7,CYP7B1,steroid_biosynthesis,hormone,hormone,1.276883258717242,0.07685273397506998,0.3733,3.130233460015006,6,72,465,ok
origin_7,KISS1,hpg_axis,hormone,hormone,0.1758106003386559,0.1308472615822814,0.5561,2.28242361141838,7,55,137,ok
origin_7,AR,androgen_axis,hormone,hormone,0.6120613542395499,0.1647019888991804,0.6534,1.930516129188618,7,78,274,ok
origin_7,CYP11A1,steroid_biosynthesis,hormone,hormone,4.756725560491343,0.1722712513888643,0.6534,1.863066914209412,6,72,432,ok
origin_7,HSD17B3,androgen_axis,hormone,hormone,1.316368964088637,0.1982851046883718,0.6804,1.65496063556111,7,79,159,ok
origin_7,HSD17B8,steroid_biosynthesis,hormone,hormone,50,0.2670283132265515,0.8011,1.231949130825342,5,45,257,ok
origin_7,GPER1,estrogen_axis,hormone,hormone,23.59062182310383,0.2993486411821292,0.8482,1.077093632895412,7,78,375,ok
origin_7,SRD5A2,androgen_axis,hormone,hormone,0,0.3365057405208307,0.9277,0.9236984874191876,6,53,161,ok
origin_7,LHCGR,hpg_axis,hormone,hormone,1.600617673073571,0.3616357985982349,0.9687,0.8322046731846058,7,76,401,ok
origin_7,AKR1C8,steroid_biosynthesis,hormone,hormone,1.129390240258323,0.4315340611357893,1.0,0.6186911980385048,5,60,295,ok
origin_7,FSHB,hpg_axis,hormone,hormone,2.266910162651349e-10,0.4320928861764951,1.0,0.6171914319220377,7,81,129,ok
origin_7,GNRH1,hpg_axis,hormone,hormone,1.292190123335844,0.4326415912462163,1.0,0.6157216873375546,7,75,96,ok
origin_7,HSD3B2,steroid_biosynthesis,hormone,hormone,0.1266780119854091,0.4733511810540354,1.0,0.514142258787615,4,51,373,ok
origin_7,HSD3B1,steroid_biosynthesis,hormone,hormone,0.2940197391888731,0.5152728350883017,1.0,0.4233446389225719,5,63,373,ok
origin_7,NCOA1,coactivator_corepressor_carrier,hormone,hormone,1.13330699795209,0.5154393349103057,1.0,0.4230091668505338,7,82,556,ok
origin_7,SULT1E1,estrogen_axis,hormone,hormone,1.528289245968926,0.558765103701099,1.0,0.3418468785484947,7,80,294,ok
origin_7,CYP11B1,steroid_biosynthesis,hormone,hormone,1.592324540235558,0.5903347109997654,1.0,0.2898218572099722,5,70,91,ok
origin_7,CYP17A1,androgen_axis,hormone,hormone,7.472935763003897e-06,0.6166894623607149,1.0,0.2505480221370817,6,48,536,ok
origin_7,NCOR2,coactivator_corepressor_carrier,hormone,hormone,0.9125170925302204,0.6193414580485745,1.0,0.2467942318253336,6,72,1145,ok
origin_7,FKBP5,coactivator_corepressor_carrier,hormone,hormone,0.962830007233261,0.6347666377512624,1.0,0.2256521050076117,7,80,288,ok
origin_7,CYP11B2,steroid_biosynthesis,hormone,hormone,0.08925524703785037,0.636341937806529,1.0,0.2235583100077747,5,71,99,ok
origin_7,GNA11,gnrh_signaling,hormone,hormone,3.839597592107611,0.6423582829496081,1.0,0.2156711295265268,7,64,314,ok
origin_7,NCOR1,coactivator_corepressor_carrier,hormone,hormone,0.9275762351937324,0.6670814685045352,1.0,0.1850350097556657,7,77,960,ok
origin_7,HSD17B6,steroid_biosynthesis,hormone,hormone,0.9651796890440908,0.7079338615906254,1.0,0.1403494470068836,6,72,317,ok
origin_7,STS,estrogen_axis,hormone,hormone,1.10492826087018,0.7119816841749462,1.0,0.1363056398458866,7,82,319,ok
origin_7,CYP19A1,estrogen_axis,hormone,hormone,0.7044937157717068,0.7455258284682178,1.0,0.1053291403859475,6,71,405,ok
origin_7,STAR,steroid_biosynthesis,hormone,hormone,0.7951995098914937,0.7614969096625969,1.0,0.09212176016535523,4,73,285,ok
origin_7,HSD17B2,steroid_biosynthesis,hormone,hormone,4.252834680967531,0.8312461529675477,1.0,0.04541314640482597,7,80,166,ok
origin_7,FSHR,hpg_axis,hormone,hormone,1.023424597436054,0.8722450970741433,1.0,0.02585901976090099,7,80,478,ok
origin_7,NCOA2,coactivator_corepressor_carrier,hormone,hormone,1.122683793638033,0.9174807013474316,1.0,0.0107345491014712,7,82,878,ok
origin_7,GNRHR,hpg_axis,hormone,hormone,0.9455272225056359,0.9196776071279905,1.0,0.0101686715897813,7,79,328,ok
origin_7,NCOA3,coactivator_corepressor_carrier,hormone,hormone,1.008123733866884,0.9386771613000248,1.0,0.005918625338381389,7,72,1128,ok
origin_7,HSD17B11,steroid_biosynthesis,hormone,hormone,0.9208011708218051,0.9479429011788457,1.0,0.004262817397830077,6,74,231,ok
origin_7,ESR2,estrogen_axis,hormone,hormone,1.012896722069644,0.9815348900770294,1.0,0.0005356747997211642,7,78,156,ok
origin_7,AKR1C1,steroid_biosynthesis,hormone,hormone,1,1,1.0,0,6,55,308,ok
origin_7,AKR1C2,steroid_biosynthesis,hormone,hormone,2.25,1,1.0,0,6,60,321,ok
origin_7,AKR1C3,androgen_axis,hormone,hormone,0.903606798,1,1.0,-0.0117256959892984,6,57,316,ok
origin_7,AKR1C4,steroid_biosynthesis,hormone,hormone,0.903606798,1,1.0,0,6,69,323,ok
origin_7,GNRH2,hpg_axis,hormone,hormone,1.008032096256642,1,1.0,0,5,44,114,ok
origin_7,KISS1R,hpg_axis,hormone,hormone,15.05987241941844,0,0.0,89.80578722206701,7,76,398,ok
origin_7,TYR,enzyme,pigmentation,pigmentation,4.031849911244465,3.686013619497164e-05,0.0006,17.02658322575553,7,84,346,ok
origin_7,TFAP2A,transcription,pigmentation,pigmentation,5.072087920028021,0.0001446121989850946,0.0021,14.4410922215493,7,74,445,ok
origin_7,MC1R,receptor_signaling,pigmentation,pigmentation,5.811374720853511,0.0009569208424541342,0.0108,10.90911784400305,6,74,317,ok
origin_7,EDN3,receptor_signaling,pigmentation,pigmentation,1.412461384879192,0.004067802642084839,0.0345,8.253298109395473,7,66,250,ok
origin_7,ASIP,receptor_signaling,pigmentation,pigmentation,2.693093951713479,0.004398353127698651,0.0345,8.111573504854277,7,72,132,ok
origin_7,PAX3,transcription,pigmentation,pigmentation,1.194761371564067,0.01973139160021986,0.1342,5.435504376275276,7,76,285,ok
origin_7,TYRP1,enzyme,pigmentation,pigmentation,2.422680431988618e-10,0.1903631638967832,0.6804,1.714804748104143,7,81,420,ok
origin_7,DCT,enzyme,pigmentation,pigmentation,0.407387578523143,0.2116705391317476,0.6965,1.559963674719256,6,80,366,ok
origin_7,BNC2,transcription,pigmentation,pigmentation,0.7654710900731101,0.2599199810937041,0.8011,1.269183124995834,7,72,898,ok
origin_7,MITF,transcription,pigmentation,pigmentation,0.4865200484275413,0.3704030044937708,0.9687,0.8023120430843846,3,76,410,ok
origin_7,SLC45A2,melanosome_transport,pigmentation,pigmentation,0.3735123907588307,0.4386371791941229,1.0,0.599844980515627,7,81,344,ok
origin_7,IRF4,transcription,pigmentation,pigmentation,0.752540605475768,0.5322209670022862,1.0,0.3901492368531763,7,76,451,ok
origin_7,MLANA,melanosome,pigmentation,pigmentation,0.3708945434131701,0.5652692145670607,1.0,0.3306625505238117,7,72,118,ok
origin_7,EDNRB,receptor_signaling,pigmentation,pigmentation,1.07306894199961,0.6094449430121748,1.0,0.2609839930873932,4,27,297,ok
origin_7,KITLG,receptor_signaling,pigmentation,pigmentation,1.07526726343045,0.687255895852607,1.0,0.1620721110957675,7,85,230,ok
origin_7,PMEL,melanosome,pigmentation,pigmentation,0.9321487918294951,0.7642885888439994,1.0,0.08991236980364192,7,74,552,ok
origin_7,FOXD3,transcription,pigmentation,pigmentation,1.300578690865406,0.8486542961119139,1.0,0.03641827510909934,7,74,478,ok
origin_7,SOX10,transcription,pigmentation,pigmentation,0.9933214100657745,0.8866314005821514,1.0,0.02032562415115535,7,84,458,ok
origin_7,SLC24A5,melanosome_transport,pigmentation,pigmentation,0.9725800202558049,0.9065952511305453,1.0,0.01376730661104375,7,85,403,ok
origin_7,POMC,receptor_signaling,pigmentation,pigmentation,1.200991095081154,0.9089944344154648,1.0,0.01306609003768244,2,34,265,ok
origin_7,LEF1,transcription,pigmentation,pigmentation,10.17562587773252,0.9661358259500513,1.0,0.001802443879114435,6,50,234,ok
origin_7,MRAP2,receptor_signaling,pigmentation,pigmentation,1.000156552278513,1,1.0,0,6,54,129,ok
origin_7,OCA2,melanosome_transport,pigmentation,pigmentation,1,1,1.0,-0.008628532128568622,4,64,111,ok
origin_7,SLC24A4,melanosome_transport,pigmentation,pigmentation,1,1,1.0,-0.0004102940802113153,7,82,339,ok
origin_8,HGF,melanogenesis_regulation,pigmentation,?,0.6394989485271299,1.698432467334143e-06,0.0,22.90912958670378,3,72,614,ok
origin_8,LYST,melanosome_biogenesis,pigmentation,?,0.196501460568962,0.149642897939422,0.8193,2.075887260394666,3,78,1278,ok
origin_8,MYO5A,melanosome_biogenesis,pigmentation,?,3.171147770321614,0.1785797535910792,0.8193,1.809403905852378,2,65,556,ok
origin_8,SPTLC2,melanogenesis_regulation,pigmentation,?,2.782371745010155,0.1795837550448172,0.8193,1.801065330331767,2,78,328,ok
origin_8,MAPK3,melanogenesis_regulation,pigmentation,?,0.28282301012718,0.1978067644372976,0.8193,1.658494142777272,3,76,379,ok
origin_8,GPR143,melanosome_biogenesis,pigmentation,?,1.801608523155722,0.202741957886145,0.8193,1.622511444313204,3,77,227,ok
origin_8,RACK1,melanogenesis_regulation,pigmentation,?,9.909110557596166e-10,0.2131310944834313,0.8193,1.5500294424819,2,72,317,ok
origin_8,CDH2,melanogenesis_regulation,pigmentation,?,4.129776315085498e-06,0.3433539529139974,1.0,0.8978682596571161,3,73,549,ok
origin_8,AP3D1,melanosome_biogenesis,pigmentation,?,1.208024085256204,0.4371483063168651,1.0,0.6037565624101262,3,75,903,ok
origin_8,SLC1A2,melanosome_biogenesis,pigmentation,?,0.7044020235585761,0.500143672357038,1.0,0.4546315489087647,3,73,371,ok
origin_8,EGFR,melanogenesis_regulation,pigmentation,?,2.396348973483734,0.5658064408497119,1.0,0.3297498190659098,2,70,700,ok
origin_8,RAB27A,melanosome_biogenesis,pigmentation,?,0.8182607263116932,0.5747122742195684,1.0,0.3148613517550984,3,77,218,ok
origin_8,SLC17A5,melanosome_biogenesis,pigmentation,?,1.547825745225236,0.6520346610475243,1.0,0.2033445465358454,3,60,244,ok
origin_8,EP300,melanogenesis_regulation,pigmentation,?,1.027833666202747,0.8812135523836782,1.0,0.02232962357084034,3,71,1129,ok
origin_8,PPP3CA,melanogenesis_regulation,pigmentation,?,1.022578121089814,0.8951939066409904,1.0,0.01735410826950101,3,69,302,ok
origin_8,HPS5,melanosome_biogenesis,pigmentation,?,1.008032096256642,0.9767543013730444,1.0,0.0008490396794513799,3,75,816,ok
origin_8,HPS3,melanosome_biogenesis,pigmentation,?,1,0.9999989238937692,1.0,1.818989403545856e-12,3,79,619,ok
origin_8,AP3B1,melanosome_biogenesis,pigmentation,?,1.000362228025252,1,1.0,-0.07238548087480012,3,77,487,ok
origin_8,CTNS,melanosome_biogenesis,pigmentation,?,1,1,1.0,-0.005068196274805814,3,62,326,ok
origin_8,HPS1,melanosome_biogenesis,pigmentation,?,1,1,1.0,0,3,72,701,ok
origin_8,HRAS,melanogenesis_regulation,pigmentation,?,26.82295861465579,0,0.0,86.20932566672491,3,80,189,ok
origin_8,RAB5C,melanosome_biogenesis,pigmentation,?,1,1,1.0,-3.191164978488814e-06,3,31,249,ok
origin_8,RAF1,melanogenesis_regulation,pigmentation,?,1.000229882316714,1,1.0,-0.003218426132661989,3,53,668,ok
origin_8,TRAF6,melanogenesis_regulation,pigmentation,?,2.25,1,1.0,0,2,64,522,ok
origin_8,ESR2,estrogen_axis,hormone,hormone,2.276953903732948,0.00611421830098402,0.1076,7.516328245450495,3,74,156,ok
