gene,species,state
HSD17B12,Nomascus_leucogenys,dichromatic
HSD17B12,Hylobates_pileatus,dichromatic
HSD17B12,Hylobates_moloch,monochromatic
HSD17B12,Symphalangus_syndactylus,monochromatic
HSD17B2,Nomascus_leucogenys,dichromatic
HSD17B2,Hylobates_muelleri,dichromatic
HSD17B2,Hylobates_agilis,monochromatic
HSD17B2,Nomascus_gabriellae,dichromatic
HSD17B2,Hylobates_pileatus,dichromatic
HSD17B2,Hylobates_moloch,monochromatic
HSD17B2,Hylobates_klossii,monochromatic
HSD17B2,Symphalangus_syndactylus,monochromatic
HSD17B2,Nomascus_concolor,dichromatic
HSD17B3,Nomascus_leucogenys,dichromatic
HSD17B3,Hylobates_muelleri,dichromatic
HSD17B3,Hylobates_agilis,monochromatic
HSD17B3,Nomascus_gabriellae,dichromatic
HSD17B3,Hylobates_pileatus,dichromatic
HSD17B3,Hylobates_moloch,monochromatic
HSD17B3,Hylobates_klossii,monochromatic
HSD17B3,Symphalangus_syndactylus,monochromatic
HSD17B3,Nomascus_concolor,dichromatic
HSD17B6,Hylobates_muelleri,dichromatic
HSD17B6,Hylobates_agilis,monochromatic
HSD17B6,Nomascus_gabriellae,dichromatic
HSD17B6,Hylobates_pileatus,dichromatic
HSD17B6,Hylobates_klossii,monochromatic
HSD17B6,Nomascus_concolor,dichromatic
HSD17B7,Nomascus_leucogenys,dichromatic
HSD17B7,Hylobates_muelleri,dichromatic
HSD17B7,Hylobates_agilis,monochromatic
HSD17B7,Nomascus_gabriellae,dichromatic
HSD17B7,Hylobates_pileatus,dichromatic
HSD17B7,Hylobates_moloch,monochromatic
HSD17B7,Hylobates_klossii,monochromatic
HSD17B7,Symphalangus_syndactylus,monochromatic
HSD17B7,Nomascus_concolor,dichromatic
HSD17B8,Nomascus_leucogenys,dichromatic
HSD17B8,Hylobates_muelleri,dichromatic
HSD17B8,Hylobates_agilis,monochromatic
HSD17B8,Nomascus_gabriellae,dichromatic
HSD17B8,Hylobates_pileatus,dichromatic
HSD17B8,Hylobates_moloch,monochromatic
HSD17B8,Hylobates_klossii,monochromatic
HSD17B8,Symphalangus_syndactylus,monochromatic
HSD17B8,Nomascus_concolor,dichromatic
HSD3B1,Hylobates_muelleri,dichromatic
HSD3B1,Hylobates_agilis,monochromatic
HSD3B1,Hylobates_pileatus,dichromatic
HSD3B1,Hylobates_klossii,monochromatic
HSD3B1,Symphalangus_syndactylus,monochromatic
HSD3B1,Nomascus_concolor,dichromatic
IRF4,Nomascus_leucogenys,dichromatic
IRF4,Hylobates_muelleri,dichromatic
IRF4,Hylobates_agilis,monochromatic
IRF4,Nomascus_gabriellae,dichromatic
IRF4,Hylobates_pileatus,dichromatic
IRF4,Hylobates_moloch,monochromatic
IRF4,Hylobates_klossii,monochromatic
IRF4,Symphalangus_syndactylus,monochromatic
IRF4,Nomascus_concolor,dichromatic
KISS1,Nomascus_leucogenys,dichromatic
KISS1,Hylobates_muelleri,dichromatic
KISS1,Hylobates_agilis,monochromatic
KISS1,Nomascus_gabriellae,dichromatic
KISS1,Hylobates_pileatus,dichromatic
KISS1,Hylobates_moloch,monochromatic
KISS1,Hylobates_klossii,monochromatic
KISS1,Symphalangus_syndactylus,monochromatic
KISS1,Nomascus_concolor,dichromatic
KISS1R,Nomascus_leucogenys,dichromatic
KISS1R,Hylobates_muelleri,dichromatic
KISS1R,Hylobates_agilis,monochromatic
KISS1R,Nomascus_gabriellae,dichromatic
KISS1R,Hylobates_pileatus,dichromatic
KISS1R,Hylobates_moloch,monochromatic
KISS1R,Hylobates_klossii,monochromatic
KISS1R,Symphalangus_syndactylus,monochromatic
KISS1R,Nomascus_concolor,dichromatic
KIT,Nomascus_leucogenys,dichromatic
KIT,Hylobates_agilis,monochromatic
KIT,Nomascus_gabriellae,dichromatic
KIT,Hylobates_pileatus,dichromatic
KIT,Hylobates_moloch,monochromatic
KIT,Symphalangus_syndactylus,monochromatic
KITLG,Nomascus_leucogenys,dichromatic
KITLG,Hylobates_muelleri,dichromatic
KITLG,Hylobates_agilis,monochromatic
KITLG,Nomascus_gabriellae,dichromatic
KITLG,Hylobates_pileatus,dichromatic
KITLG,Hylobates_moloch,monochromatic
KITLG,Hylobates_klossii,monochromatic
KITLG,Symphalangus_syndactylus,monochromatic
KITLG,Nomascus_concolor,dichromatic
LDLR,Nomascus_leucogenys,dichromatic
LDLR,Hylobates_muelleri,dichromatic
LDLR,Hylobates_agilis,monochromatic
LDLR,Nomascus_gabriellae,dichromatic
LDLR,Hylobates_moloch,monochromatic
LDLR,Hylobates_klossii,monochromatic
LDLR,Symphalangus_syndactylus,monochromatic
LDLR,Nomascus_concolor,dichromatic
LEF1,Nomascus_leucogenys,dichromatic
LEF1,Hylobates_muelleri,dichromatic
LEF1,Hylobates_agilis,monochromatic
LEF1,Nomascus_gabriellae,dichromatic
LEF1,Hylobates_pileatus,dichromatic
LEF1,Hylobates_moloch,monochromatic
LEF1,Hylobates_klossii,monochromatic
LEF1,Symphalangus_syndactylus,monochromatic
LEF1,Nomascus_concolor,dichromatic
LHB,Nomascus_leucogenys,dichromatic
LHB,Hylobates_muelleri,dichromatic
LHB,Hylobates_agilis,monochromatic
LHB,Nomascus_gabriellae,dichromatic
LHB,Hylobates_pileatus,dichromatic
LHB,Hylobates_moloch,monochromatic
LHB,Hylobates_klossii,monochromatic
LHB,Symphalangus_syndactylus,monochromatic
LHB,Nomascus_concolor,dichromatic
LHCGR,Nomascus_leucogenys,dichromatic
LHCGR,Hylobates_muelleri,dichromatic
LHCGR,Hylobates_agilis,monochromatic
LHCGR,Nomascus_gabriellae,dichromatic
LHCGR,Hylobates_pileatus,dichromatic
LHCGR,Hylobates_moloch,monochromatic
LHCGR,Hylobates_klossii,monochromatic
LHCGR,Symphalangus_syndactylus,monochromatic
LHCGR,Nomascus_concolor,dichromatic
MC1R,Hylobates_muelleri,dichromatic
MC1R,Hylobates_agilis,monochromatic
MC1R,Nomascus_gabriellae,dichromatic
MC1R,Hylobates_pileatus,dichromatic
MC1R,Hylobates_klossii,monochromatic
MC1R,Nomascus_concolor,dichromatic
MFSD12,Nomascus_gabriellae,dichromatic
MFSD12,Hylobates_moloch,monochromatic
MFSD12,Symphalangus_syndactylus,monochromatic
MFSD12,Nomascus_concolor,dichromatic
MITF,Nomascus_leucogenys,dichromatic
MITF,Hylobates_muelleri,dichromatic
MITF,Hylobates_agilis,monochromatic
MITF,Nomascus_gabriellae,dichromatic
MITF,Hylobates_pileatus,dichromatic
MITF,Hylobates_moloch,monochromatic
MITF,Hylobates_klossii,monochromatic
MITF,Symphalangus_syndactylus,monochromatic
MITF,Nomascus_concolor,dichromatic
MLANA,Nomascus_leucogenys,dichromatic
MLANA,Hylobates_muelleri,dichromatic
MLANA,Hylobates_agilis,monochromatic
MLANA,Nomascus_gabriellae,dichromatic
MLANA,Hylobates_pileatus,dichromatic
MLANA,Hylobates_moloch,monochromatic
MLANA,Hylobates_klossii,monochromatic
MLANA,Symphalangus_syndactylus,monochromatic
MLANA,Nomascus_concolor,dichromatic
MRAP2,Nomascus_leucogenys,dichromatic
MRAP2,Hylobates_muelleri,dichromatic
MRAP2,Hylobates_agilis,monochromatic
MRAP2,Nomascus_gabriellae,dichromatic
MRAP2,Hylobates_pileatus,dichromatic
MRAP2,Hylobates_moloch,monochromatic
MRAP2,Hylobates_klossii,monochromatic
MRAP2,Symphalangus_syndactylus,monochromatic
MRAP2,Nomascus_concolor,dichromatic
NCOA1,Nomascus_leucogenys,dichromatic
NCOA1,Hylobates_muelleri,dichromatic
NCOA1,Hylobates_agilis,monochromatic
NCOA1,Nomascus_gabriellae,dichromatic
NCOA1,Hylobates_pileatus,dichromatic
NCOA1,Hylobates_moloch,monochromatic
NCOA1,Hylobates_klossii,monochromatic
NCOA1,Symphalangus_syndactylus,monochromatic
NCOA1,Nomascus_concolor,dichromatic
NCOA2,Nomascus_leucogenys,dichromatic
NCOA2,Hylobates_muelleri,dichromatic
NCOA2,Hylobates_agilis,monochromatic
NCOA2,Nomascus_gabriellae,dichromatic
NCOA2,Hylobates_pileatus,dichromatic
NCOA2,Hylobates_moloch,monochromatic
NCOA2,Hylobates_klossii,monochromatic
NCOA2,Symphalangus_syndactylus,monochromatic
NCOA2,Nomascus_concolor,dichromatic
NCOA3,Nomascus_leucogenys,dichromatic
NCOA3,Hylobates_muelleri,dichromatic
NCOA3,Hylobates_agilis,monochromatic
NCOA3,Nomascus_gabriellae,dichromatic
NCOA3,Hylobates_pileatus,dichromatic
NCOA3,Hylobates_moloch,monochromatic
NCOA3,Hylobates_klossii,monochromatic
NCOA3,Symphalangus_syndactylus,monochromatic
NCOA3,Nomascus_concolor,dichromatic
NCOR1,Nomascus_leucogenys,dichromatic
NCOR1,Hylobates_muelleri,dichromatic
NCOR1,Hylobates_agilis,monochromatic
NCOR1,Nomascus_gabriellae,dichromatic
NCOR1,Hylobates_pileatus,dichromatic
NCOR1,Hylobates_moloch,monochromatic
NCOR1,Hylobates_klossii,monochromatic
NCOR1,Symphalangus_syndactylus,monochromatic
NCOR1,Nomascus_concolor,dichromatic
NCOR2,Nomascus_leucogenys,dichromatic
NCOR2,Hylobates_muelleri,dichromatic
NCOR2,Hylobates_agilis,monochromatic
NCOR2,Nomascus_gabriellae,dichromatic
NCOR2,Hylobates_pileatus,dichromatic
NCOR2,Hylobates_moloch,monochromatic
NCOR2,Hylobates_klossii,monochromatic
NCOR2,Symphalangus_syndactylus,monochromatic
NCOR2,Nomascus_concolor,dichromatic
OCA2,Nomascus_leucogenys,dichromatic
OCA2,Hylobates_muelleri,dichromatic
OCA2,Hylobates_pileatus,dichromatic
OCA2,Hylobates_moloch,monochromatic
OCA2,Hylobates_klossii,monochromatic
OCA2,Symphalangus_syndactylus,monochromatic
PAX3,Nomascus_leucogenys,dichromatic
PAX3,Hylobates_muelleri,dichromatic
PAX3,Hylobates_agilis,monochromatic
PAX3,Nomascus_gabriellae,dichromatic
PAX3,Hylobates_pileatus,dichromatic
PAX3,Hylobates_moloch,monochromatic
PAX3,Hylobates_klossii,monochromatic
PAX3,Symphalangus_syndactylus,monochromatic
PAX3,Nomascus_concolor,dichromatic
PMEL,Nomascus_leucogenys,dichromatic
PMEL,Hylobates_muelleri,dichromatic
PMEL,Hylobates_agilis,monochromatic
PMEL,Nomascus_gabriellae,dichromatic
PMEL,Hylobates_pileatus,dichromatic
PMEL,Hylobates_moloch,monochromatic
PMEL,Hylobates_klossii,monochromatic
PMEL,Symphalangus_syndactylus,monochromatic
PMEL,Nomascus_concolor,dichromatic
POMC,Nomascus_leucogenys,dichromatic
POMC,Nomascus_gabriellae,dichromatic
POMC,Hylobates_moloch,monochromatic
POMC,Symphalangus_syndactylus,monochromatic
POMC,Nomascus_concolor,dichromatic
SCARB1,Hylobates_muelleri,dichromatic
SCARB1,Hylobates_agilis,monochromatic
SCARB1,Hylobates_pileatus,dichromatic
SCARB1,Hylobates_moloch,monochromatic
SCARB1,Symphalangus_syndactylus,monochromatic
SHBG,Nomascus_leucogenys,dichromatic
SHBG,Nomascus_gabriellae,dichromatic
SHBG,Hylobates_moloch,monochromatic
SHBG,Symphalangus_syndactylus,monochromatic
SHBG,Nomascus_concolor,dichromatic
SLC24A4,Nomascus_leucogenys,dichromatic
SLC24A4,Hylobates_muelleri,dichromatic
SLC24A4,Hylobates_agilis,monochromatic
SLC24A4,Nomascus_gabriellae,dichromatic
SLC24A4,Hylobates_pileatus,dichromatic
SLC24A4,Hylobates_moloch,monochromatic
SLC24A4,Hylobates_klossii,monochromatic
SLC24A4,Symphalangus_syndactylus,monochromatic
SLC24A4,Nomascus_concolor,dichromatic
SLC24A5,Nomascus_leucogenys,dichromatic
SLC24A5,Hylobates_muelleri,dichromatic
SLC24A5,Hylobates_agilis,monochromatic
SLC24A5,Nomascus_gabriellae,dichromatic
SLC24A5,Hylobates_pileatus,dichromatic
SLC24A5,Hylobates_moloch,monochromatic
SLC24A5,Hylobates_klossii,monochromatic
SLC24A5,Symphalangus_syndactylus,monochromatic
SLC24A5,Nomascus_concolor,dichromatic
SLC45A2,Nomascus_leucogenys,dichromatic
SLC45A2,Hylobates_muelleri,dichromatic
SLC45A2,Hylobates_agilis,monochromatic
SLC45A2,Nomascus_gabriellae,dichromatic
SLC45A2,Hylobates_pileatus,dichromatic
SLC45A2,Hylobates_moloch,monochromatic
SLC45A2,Hylobates_klossii,monochromatic
SLC45A2,Symphalangus_syndactylus,monochromatic
SLC45A2,Nomascus_concolor,dichromatic
SOX10,Nomascus_leucogenys,dichromatic
SOX10,Hylobates_muelleri,dichromatic
SOX10,Hylobates_agilis,monochromatic
SOX10,Nomascus_gabriellae,dichromatic
SOX10,Hylobates_pileatus,dichromatic
SOX10,Hylobates_moloch,monochromatic
SOX10,Hylobates_klossii,monochromatic
SOX10,Symphalangus_syndactylus,monochromatic
SOX10,Nomascus_concolor,dichromatic
SRD5A1,Nomascus_leucogenys,dichromatic
SRD5A1,Hylobates_pileatus,dichromatic
SRD5A1,Hylobates_moloch,monochromatic
SRD5A1,Symphalangus_syndactylus,monochromatic
SRD5A2,Nomascus_leucogenys,dichromatic
SRD5A2,Hylobates_muelleri,dichromatic
SRD5A2,Hylobates_agilis,monochromatic
SRD5A2,Nomascus_gabriellae,dichromatic
SRD5A2,Hylobates_pileatus,dichromatic
SRD5A2,Hylobates_moloch,monochromatic
SRD5A2,Hylobates_klossii,monochromatic
SRD5A2,Symphalangus_syndactylus,monochromatic
SRD5A2,Nomascus_concolor,dichromatic
SRD5A3,Nomascus_leucogenys,dichromatic
SRD5A3,Hylobates_pileatus,dichromatic
SRD5A3,Hylobates_moloch,monochromatic
SRD5A3,Symphalangus_syndactylus,monochromatic
STAR,Nomascus_leucogenys,dichromatic
STAR,Hylobates_agilis,monochromatic
STAR,Nomascus_gabriellae,dichromatic
STAR,Hylobates_pileatus,dichromatic
STAR,Hylobates_moloch,monochromatic
STAR,Hylobates_klossii,monochromatic
STAR,Symphalangus_syndactylus,monochromatic
STAR,Nomascus_concolor,dichromatic
STS,Nomascus_leucogenys,dichromatic
STS,Hylobates_muelleri,dichromatic
STS,Hylobates_agilis,monochromatic
STS,Nomascus_gabriellae,dichromatic
STS,Hylobates_pileatus,dichromatic
STS,Hylobates_moloch,monochromatic
STS,Hylobates_klossii,monochromatic
STS,Symphalangus_syndactylus,monochromatic
SULT1E1,Nomascus_leucogenys,dichromatic
SULT1E1,Hylobates_muelleri,dichromatic
SULT1E1,Hylobates_agilis,monochromatic
SULT1E1,Nomascus_gabriellae,dichromatic
SULT1E1,Hylobates_pileatus,dichromatic
SULT1E1,Hylobates_moloch,monochromatic
SULT1E1,Hylobates_klossii,monochromatic
SULT1E1,Symphalangus_syndactylus,monochromatic
SULT1E1,Nomascus_concolor,dichromatic
TFAP2A,Nomascus_leucogenys,dichromatic
TFAP2A,Hylobates_muelleri,dichromatic
TFAP2A,Hylobates_agilis,monochromatic
TFAP2A,Nomascus_gabriellae,dichromatic
TFAP2A,Hylobates_pileatus,dichromatic
TFAP2A,Hylobates_moloch,monochromatic
TFAP2A,Hylobates_klossii,monochromatic
TFAP2A,Symphalangus_syndactylus,monochromatic
TFAP2A,Nomascus_concolor,dichromatic
TYR,Hylobates_muelleri,dichromatic
TYR,Hylobates_agilis,monochromatic
TYR,Nomascus_gabriellae,dichromatic
TYR,Hylobates_pileatus,dichromatic
TYR,Hylobates_moloch,monochromatic
TYR,Hylobates_klossii,monochromatic
TYR,Symphalangus_syndactylus,monochromatic
TYR,Nomascus_concolor,dichromatic
TYRP1,Nomascus_leucogenys,dichromatic
TYRP1,Hylobates_muelleri,dichromatic
TYRP1,Hylobates_agilis,monochromatic
TYRP1,Nomascus_gabriellae,dichromatic
TYRP1,Hylobates_pileatus,dichromatic
TYRP1,Hylobates_moloch,monochromatic
TYRP1,Hylobates_klossii,monochromatic
TYRP1,Symphalangus_syndactylus,monochromatic
TYRP1,Nomascus_concolor,dichromatic
