origin_id,gene,set,K,p_value,p_BH,LRT,n_fg,n_tips_kept,n_sites,status
origin_7,GNRH1,hormone,1.292190123335844,0.4326415912462163,0.9547,0.6157216873375546,7,75,96,ok
origin_7,HSD3B2,hormone,0.1266780119854091,0.4733511810540354,1.0,0.514142258787615,4,51,373,ok
origin_7,HSD3B1,hormone,0.2940197391888731,0.5152728350883017,1.0,0.4233446389225719,5,63,373,ok
origin_7,NCOA1,hormone,1.13330699795209,0.5154393349103057,1.0,0.4230091668505338,7,82,556,ok
origin_7,SULT1E1,hormone,1.528289245968926,0.558765103701099,1.0,0.3418468785484947,7,80,294,ok
origin_7,CYP11B1,hormone,1.592324540235558,0.5903347109997654,1.0,0.2898218572099722,5,70,91,ok
origin_7,CYP17A1,hormone,7.472935763003897e-06,0.6166894623607149,1.0,0.2505480221370817,6,48,536,ok
origin_7,NCOR2,hormone,0.9125170925302204,0.6193414580485745,1.0,0.2467942318253336,6,72,1145,ok
origin_7,FKBP5,hormone,0.962830007233261,0.6347666377512624,1.0,0.2256521050076117,7,80,288,ok
origin_7,CYP11B2,hormone,0.0892552470378503,0.636341937806529,1.0,0.2235583100077747,5,71,99,ok
origin_7,GNA11,hormone,3.839597592107611,0.6423582829496081,1.0,0.2156711295265268,7,64,314,ok
origin_7,NCOR1,hormone,0.9275762351937324,0.6670814685045352,1.0,0.1850350097556657,7,77,960,ok
origin_7,HSD17B6,hormone,0.9651796890440908,0.7079338615906254,1.0,0.1403494470068836,6,72,317,ok
origin_7,STS,hormone,1.10492826087018,0.7119816841749462,1.0,0.1363056398458866,7,82,319,ok
origin_7,CYP19A1,hormone,0.7044937157717068,0.7455258284682178,1.0,0.1053291403859475,6,71,405,ok
origin_7,STAR,hormone,0.7951995098914937,0.7614969096625969,1.0,0.0921217601653552,4,73,285,ok
origin_7,HSD17B2,hormone,4.252834680967531,0.8312461529675477,1.0,0.0454131464048259,7,80,166,ok
origin_7,FSHR,hormone,1.023424597436054,0.8722450970741433,1.0,0.0258590197609009,7,80,478,ok
origin_7,NCOA2,hormone,1.122683793638033,0.9174807013474316,1.0,0.0107345491014712,7,82,878,ok
origin_7,GNRHR,hormone,0.945527222505636,0.9196776071279904,1.0,0.0101686715897813,7,79,328,ok
origin_7,NCOA3,hormone,1.008123733866884,0.9386771613000248,1.0,0.0059186253383813,7,72,1128,ok
origin_7,HSD17B11,hormone,0.9208011708218052,0.9479429011788456,1.0,0.00426281739783,6,74,231,ok
origin_7,ESR2,hormone,1.012896722069644,0.9815348900770294,1.0,0.0005356747997211,7,78,156,ok
origin_7,AKR1C1,hormone,1.0,1.0,1.0,0.0,6,55,308,ok
origin_7,AKR1C2,hormone,2.25,1.0,1.0,0.0,6,60,321,ok
origin_7,AKR1C3,hormone,0.903606798,1.0,1.0,-0.0117256959892984,6,57,316,ok
origin_7,AKR1C4,hormone,0.903606798,1.0,1.0,0.0,6,69,323,ok
origin_7,GNRH2,hormone,1.008032096256642,1.0,1.0,0.0,5,44,114,ok
origin_7,KISS1R,hormone,15.05987241941844,0.0,0.0,89.80578722206701,7,76,398,ok
origin_7,TYR,pigmentation,4.031849911244465,3.686013619497164e-05,0.0005,17.02658322575553,7,84,346,ok
origin_7,TFAP2A,pigmentation,5.072087920028021,0.000144612198985,0.0018,14.4410922215493,7,74,445,ok
origin_7,MC1R,pigmentation,5.811374720853511,0.0009569208424541,0.0101,10.90911784400305,6,74,317,ok
origin_7,EDN3,pigmentation,1.412461384879192,0.0040678026420848,0.0296,8.253298109395473,7,66,250,ok
origin_7,ASIP,pigmentation,2.693093951713479,0.0043983531276986,0.0296,8.111573504854277,7,72,132,ok
origin_7,PAX3,pigmentation,1.194761371564067,0.0197313916002198,0.1123,5.435504376275276,7,76,285,ok
origin_7,TYRP1,pigmentation,2.422680431988618e-10,0.1903631638967832,0.638,1.714804748104143,7,81,420,ok
origin_7,DCT,pigmentation,0.407387578523143,0.2116705391317476,0.6527,1.559963674719256,6,80,366,ok
origin_7,BNC2,pigmentation,0.7654710900731101,0.2599199810937041,0.76,1.269183124995834,7,72,898,ok
origin_7,MITF,pigmentation,0.4865200484275413,0.3704030044937708,0.9137,0.8023120430843846,3,76,410,ok
origin_7,SLC45A2,pigmentation,0.3735123907588307,0.4386371791941229,0.9547,0.599844980515627,7,81,344,ok
origin_7,IRF4,pigmentation,0.752540605475768,0.5322209670022862,1.0,0.3901492368531763,7,76,451,ok
origin_7,MLANA,pigmentation,0.3708945434131701,0.5652692145670607,1.0,0.3306625505238117,7,72,118,ok
origin_7,EDNRB,pigmentation,1.07306894199961,0.6094449430121748,1.0,0.2609839930873932,4,27,297,ok
origin_7,KITLG,pigmentation,1.07526726343045,0.687255895852607,1.0,0.1620721110957675,7,85,230,ok
origin_7,PMEL,pigmentation,0.9321487918294952,0.7642885888439994,1.0,0.0899123698036419,7,74,552,ok
origin_7,FOXD3,pigmentation,1.300578690865406,0.8486542961119139,1.0,0.0364182751090993,7,74,478,ok
origin_7,SOX10,pigmentation,0.9933214100657743,0.8866314005821514,1.0,0.0203256241511553,7,84,458,ok
origin_7,SLC24A5,pigmentation,0.9725800202558048,0.9065952511305452,1.0,0.0137673066110437,7,85,403,ok
origin_7,POMC,pigmentation,1.200991095081154,0.9089944344154648,1.0,0.0130660900376824,2,34,265,ok
origin_7,LEF1,pigmentation,10.17562587773252,0.9661358259500512,1.0,0.0018024438791144,6,50,234,ok
origin_7,MRAP2,pigmentation,1.000156552278513,1.0,1.0,0.0,6,54,129,ok
origin_7,OCA2,pigmentation,1.0,1.0,1.0,-0.0086285321285686,4,64,111,ok
origin_7,SLC24A4,pigmentation,1.0,1.0,1.0,-0.0004102940802113,7,82,339,ok
origin_8,ESR2,hormone,2.276953903732948,0.006114218300984,0.1245,7.516328245450495,3,74,156,ok
origin_8,AKR1C8,hormone,0.1817650056461511,0.0077824093134886,0.1245,7.082874001784148,2,57,295,ok
origin_8,FKBP5,hormone,2.77343252863568,0.0402587268126285,0.3681,4.206947275721177,3,76,288,ok
origin_8,NCOR2,hormone,0.7327847283590591,0.0525664107024224,0.4009,3.75764993427947,3,69,1145,ok
origin_8,CYP7B1,hormone,1.56044595468116,0.1659620623226978,0.8944,1.919044228883649,2,68,465,ok
origin_8,GNRH1,hormone,0.2420819145818329,0.1890299105180148,0.8944,1.725162199123588,3,71,96,ok
origin_8,GNRHR,hormone,0.3170558791283395,0.1927717035308782,0.8944,1.696306592443761,3,75,328,ok
origin_8,CYP19A1,hormone,3.659029969805919,0.1956486595559236,0.8944,1.674561589490622,2,67,405,ok
origin_8,FSHB,hormone,1.5168685674010327e-10,0.2474997125239105,0.99,1.337362048851901,3,77,129,ok
origin_8,NCOA1,hormone,0.1392707031010727,0.3097561240405,1.0,1.031715339659058,3,78,556,ok
origin_8,CYP11B1,hormone,5.7219590426561796e-08,0.3827578786509698,1.0,0.7618253770956471,2,67,91,ok
origin_8,SHBG,hormone,2.300579946058494,0.3876422086169259,1.0,0.7463251544368177,3,40,495,ok
origin_8,HSD17B7,hormone,0.6209236912548348,0.4527006843818959,1.0,0.5638811426897519,2,58,334,ok
origin_8,KISS1,hormone,0.3472028954070493,0.4673933710792597,1.0,0.5281317505387051,3,51,137,ok
origin_8,CYP11B2,hormone,2.683961863377166e-12,0.4819630287432423,1.0,0.4944182218805508,2,68,99,ok
origin_8,LHCGR,hormone,1.62799237678757,0.4986606456537424,1.0,0.4577857124550064,3,72,401,ok
origin_8,GNA11,hormone,0.6006552871932667,0.5018624105475167,1.0,0.4509958702255972,3,60,314,ok
origin_8,CYP11A1,hormone,4.749256079921494,0.5088557947248887,1.0,0.4364192889497645,2,68,432,ok
origin_8,NCOA3,hormone,0.6754262467083579,0.514529941926755,1.0,0.4248437648675463,3,68,1128,ok
origin_8,ESR1,hormone,0.6058750292464017,0.5352770124452553,1.0,0.3843637910595135,3,75,183,ok
origin_8,NCOR1,hormone,2.669527292286717,0.5706151839685794,1.0,0.3216542655045487,3,73,960,ok
origin_8,SULT1E1,hormone,50.0,0.5763891874845111,1.0,0.3121085181519447,3,76,294,ok
origin_8,KISS1R,hormone,0.7132521606846944,0.5805701757264132,1.0,0.3053137807801249,3,72,398,ok
origin_8,NCOA2,hormone,1.447926555855336,0.6025136162410281,1.0,0.2712214076000237,3,78,878,ok
origin_8,LDLR,hormone,1.016145030567395,0.679442026132994,1.0,0.1707546154066222,3,55,803,ok
origin_8,AKR1C1,hormone,0.5939866989212627,0.6939756948125827,1.0,0.1548151056886127,2,51,308,ok
origin_8,AKR1C3,hormone,0.7485396681811554,0.7094111695270449,1.0,0.1388658045216289,2,53,316,ok
origin_8,AKR1C2,hormone,0.7522885921809962,0.7146063104276448,1.0,0.1337194724728761,2,56,321,ok
origin_8,GPER1,hormone,10.3789074319408,0.7498474089802019,1.0,0.1016593117601587,3,74,375,ok
origin_8,FSHR,hormone,1.060577293991871,0.7827610712614519,1.0,0.0760229986044578,3,76,478,ok
origin_8,HSD17B6,hormone,0.7677843816146916,0.7857778473735202,1.0,0.0738737963438325,2,68,317,ok
origin_8,AKR1C4,hormone,0.8119597315025963,0.8247745241688613,1.0,0.0490216388207045,2,65,323,ok
origin_8,HSD17B3,hormone,0.8483147912321318,0.8527106396359774,1.0,0.0344699947854678,3,75,159,ok
origin_8,HSD17B11,hormone,0.940221476581246,0.8585139702162976,1.0,0.031778816224687,3,71,231,ok
origin_8,GNAQ,hormone,1.008059921519024,0.9015897694886884,1.0,0.0152901446926989,3,61,314,ok
origin_8,HSD17B2,hormone,10.43759937621982,0.9495728456031314,1.0,0.0039997022486204,2,75,166,ok
origin_8,AR,hormone,1.005831049384861,0.9575516388705236,1.0,0.0028330339446256,3,74,274,ok
origin_8,CYP21A2,hormone,0.903606798,1.0,1.0,-1.131411409005523e-09,2,58,425,ok
origin_8,SRD5A2,hormone,1.358321574050675,1.0,1.0,0.0,3,50,161,ok
origin_8,STAR,hormone,0.903606798,1.0,1.0,-9.93648527582991e-05,3,72,285,ok
origin_8,STS,hormone,1.358321574050675,1.0,1.0,-0.0141786669737484,2,77,319,ok
origin_8,POMC,pigmentation,3.38865056380563,2.994455414739861e-07,0.0,26.25328169100521,3,35,265,ok
origin_8,KITLG,pigmentation,2.127080197975952,0.0044695593099983,0.1245,8.082465614359535,3,81,230,ok
origin_8,EDN3,pigmentation,1.324221789350553,0.0140406757278677,0.1797,6.033021896544597,3,62,250,ok
origin_8,KIT,pigmentation,20.87451198771835,0.0200855683698186,0.2142,5.404442021124851,2,15,976,ok
origin_8,EDNRB,pigmentation,1.6965798554748308e-11,0.0563748684704125,0.4009,3.640946737672948,3,26,297,ok
origin_8,MC1R,pigmentation,0.0,0.0640843768273926,0.4101,3.428394373901028,2,70,317,ok
origin_8,MITF,pigmentation,0.0838585582618097,0.2141375577338509,0.9137,1.543230728092567,3,76,410,ok
origin_8,TYR,pigmentation,2.78655077733288e-07,0.313869661530134,1.0,1.014321924169053,2,79,346,ok
origin_8,SLC24A5,pigmentation,1.162213937709328,0.4479865767444194,1.0,0.5757409878606268,3,81,403,ok
origin_8,PAX3,pigmentation,0.5911296370722956,0.4832702448894094,1.0,0.4914746240719978,3,72,285,ok
origin_8,TFAP2A,pigmentation,5.584919330325884,0.5300275413724171,1.0,0.3943387510626053,3,70,445,ok
origin_8,DCT,pigmentation,1.288746505989669,0.5644563541729943,1.0,0.332046769795852,3,77,366,ok
origin_8,BNC2,pigmentation,16.74023182952487,0.5937759545395872,1.0,0.2844859084452764,3,68,898,ok
origin_8,FOXD3,pigmentation,4.8193857793096525e-09,0.6278904334643702,1.0,0.2349323588596235,3,70,478,ok
origin_8,SOX10,pigmentation,1.906268307124756,0.7759161649606586,1.0,0.0810227513320569,2,79,458,ok
origin_8,TYRP1,pigmentation,0.7451933849392055,0.8234306352721301,1.0,0.0497891156373953,3,77,420,ok
origin_8,IRF4,pigmentation,0.9332312356036244,0.9060470809416054,1.0,0.0139301294984761,3,72,451,ok
origin_8,SLC45A2,pigmentation,0.9205232837195876,0.935384116437705,1.0,0.0065727867659006,3,77,344,ok
origin_8,LEF1,pigmentation,0.9965928902896988,1.0,1.0,-0.0163415496963352,3,47,234,ok
origin_8,MLANA,pigmentation,0.0311972357733753,1.0,1.0,0.0,2,67,118,ok
origin_8,MRAP2,pigmentation,0.903606798,1.0,1.0,-6.083155312808231e-09,3,51,129,ok
origin_8,PMEL,pigmentation,1.00794124273393,1.0,1.0,0.0,3,70,552,ok
origin_8,SLC24A4,pigmentation,1.0,1.0,1.0,-0.00363447311247,3,78,339,ok
