gene,species,state
AKR1C1,Cercopithecus_cephus,monochromatic
AKR1C1,Eulemur_flavifrons,dichromatic
AKR1C1,Macaca_arctoides,dichromatic
AKR1C1,Saimiri_ustus,monochromatic
AKR1C1,Cacajao_calvus,monochromatic
AKR1C1,Cercopithecus_diana,monochromatic
AKR1C1,Cercocebus_torquatus,monochromatic
AKR1C1,Nomascus_concolor,dichromatic
AKR1C1,Brachyteles_arachnoides,monochromatic
AKR1C1,Trachypithecus_auratus,dichromatic
AKR1C1,Ateles_marginatus,monochromatic
AKR1C2,Cercopithecus_hamlyni,dichromatic
AKR1C2,Cacajao_melanocephalus,monochromatic
AKR1C2,Cercopithecus_neglectus,monochromatic
AKR1C2,Colobus_guereza,dichromatic
AKR1C2,Macaca_nigra,monochromatic
AKR1C2,Varecia_variegata,monochromatic
AKR1C2,Macaca_mulatta,monochromatic
AKR1C2,Hylobates_agilis,monochromatic
AKR1C2,Lagothrix_lagotricha,monochromatic
AKR1C2,Pygathrix_nemaeus,monochromatic
AKR1C2,Callicebus_moloch,monochromatic
AKR1C2,Ateles_geoffroyi,monochromatic
AKR1C2,Papio_papio,monochromatic
AKR1C2,Prolemur_simus,monochromatic
AKR1C2,Chiropotes_chiropotes,monochromatic
AKR1C2,Eulemur_coronatus,monochromatic
AKR1C2,Trachypithecus_pileatus,dichromatic
AKR1C2,Alouatta_seniculus,monochromatic
AKR1C2,Macaca_radiata,monochromatic
AKR1C2,Saimiri_sciureus,monochromatic
AKR1C2,Saimiri_oerstedii,monochromatic
AKR1C2,Cebus_albifrons,monochromatic
AKR1C2,Alouatta_caraya,dichromatic
AKR1C2,Callicebus_brunneus,monochromatic
AKR1C2,Nomascus_gabriellae,dichromatic
AKR1C2,Cercopithecus_campbelli,monochromatic
AKR1C2,Callicebus_hoffmannsi,monochromatic
AKR1C2,Papio_ursinus,monochromatic
AKR1C2,Pithecia_albicans,monochromatic
AKR1C2,Presbytis_melalophos,monochromatic
AKR1C2,Eulemur_macaco,dichromatic
AKR1C2,Alouatta_belzebul,monochromatic
AKR1C2,Callicebus_donacophilus,monochromatic
AKR1C2,Ateles_belzebuth,monochromatic
AKR1C2,Cercopithecus_lhoesti,monochromatic
AKR1C2,Presbytis_comata,monochromatic
AKR1C2,Cercopithecus_mona,monochromatic
AKR1C2,Colobus_polykomos,monochromatic
AKR1C2,Ateles_paniscus,monochromatic
AKR1C2,Cercopithecus_petaurista,monochromatic
AKR1C2,Pygathrix_cinerea,monochromatic
AKR1C2,Trachypithecus_obscurus,dichromatic
AKR1C2,Trachypithecus_geei,dichromatic
AKR1C2,Cercopithecus_preussi,monochromatic
AKR1C2,Pithecia_pithecia,dichromatic
AKR1C2,Cercopithecus_ascanius,monochromatic
AKR1C2,Callicebus_caligatus,monochromatic
AKR1C2,Allenopithecus_nigroviridis,monochromatic
AKR1C2,Cercopithecus_mitis,monochromatic
AKR1C2,Alouatta_palliata,monochromatic
AKR1C2,Trachypithecus_johnii,dichromatic
AKR1C2,Ateles_chamek,monochromatic
AKR1C2,Hylobates_klossii,monochromatic
AKR1C2,Cercopithecus_nictitans,monochromatic
AKR1C2,Cercopithecus_solatus,monochromatic
AKR1C2,Macaca_fuscata,monochromatic
AKR1C2,Trachypithecus_vetulus,monochromatic
AKR1C2,Trachypithecus_cristatus,dichromatic
AKR1C2,Macaca_cyclopis,monochromatic
AKR1C2,Eulemur_fulvus,monochromatic
AKR1C2,Eulemur_mongoz,dichromatic
AKR1C2,Eulemur_rubriventer,monochromatic
AKR1C2,Macaca_tonkeana,monochromatic
AKR1C2,Cercopithecus_pogonias,monochromatic
AKR1C2,Hapalemur_griseus,monochromatic
AKR1C2,Mandrillus_sphinx,monochromatic
AKR1C2,Papio_cynocephalus,monochromatic
AKR1C2,Erythrocebus_patas,dichromatic
AKR1C2,Cercopithecus_cephus,monochromatic
AKR1C2,Eulemur_flavifrons,dichromatic
AKR1C2,Macaca_arctoides,dichromatic
AKR1C2,Saimiri_ustus,monochromatic
AKR1C2,Callicebus_cinerascens,monochromatic
AKR1C2,Cacajao_calvus,monochromatic
AKR1C2,Cercopithecus_diana,monochromatic
AKR1C2,Cercocebus_torquatus,monochromatic
AKR1C2,Nomascus_concolor,dichromatic
AKR1C2,Brachyteles_arachnoides,monochromatic
AKR1C2,Trachypithecus_auratus,dichromatic
AKR1C2,Cebus_olivaceus,monochromatic
AKR1C2,Ateles_marginatus,monochromatic
AKR1C3,Cercopithecus_hamlyni,dichromatic
AKR1C3,Cacajao_melanocephalus,monochromatic
AKR1C3,Cercopithecus_neglectus,monochromatic
AKR1C3,Colobus_guereza,dichromatic
AKR1C3,Varecia_variegata,monochromatic
AKR1C3,Hylobates_agilis,monochromatic
AKR1C3,Lagothrix_lagotricha,monochromatic
AKR1C3,Pygathrix_nemaeus,monochromatic
AKR1C3,Callicebus_moloch,monochromatic
AKR1C3,Ateles_geoffroyi,monochromatic
AKR1C3,Papio_papio,monochromatic
AKR1C3,Prolemur_simus,monochromatic
AKR1C3,Chiropotes_chiropotes,monochromatic
AKR1C3,Eulemur_coronatus,monochromatic
AKR1C3,Trachypithecus_pileatus,dichromatic
AKR1C3,Alouatta_seniculus,monochromatic
AKR1C3,Macaca_radiata,monochromatic
AKR1C3,Saimiri_sciureus,monochromatic
AKR1C3,Saimiri_oerstedii,monochromatic
AKR1C3,Alouatta_caraya,dichromatic
AKR1C3,Callicebus_brunneus,monochromatic
AKR1C3,Nomascus_gabriellae,dichromatic
AKR1C3,Cercopithecus_campbelli,monochromatic
AKR1C3,Callicebus_hoffmannsi,monochromatic
AKR1C3,Papio_ursinus,monochromatic
AKR1C3,Pithecia_albicans,monochromatic
AKR1C3,Presbytis_melalophos,monochromatic
AKR1C3,Eulemur_macaco,dichromatic
AKR1C3,Hylobates_pileatus,dichromatic
AKR1C3,Alouatta_belzebul,monochromatic
AKR1C3,Callicebus_donacophilus,monochromatic
AKR1C3,Ateles_belzebuth,monochromatic
AKR1C3,Cercopithecus_lhoesti,monochromatic
AKR1C3,Presbytis_comata,monochromatic
AKR1C3,Cercopithecus_mona,monochromatic
AKR1C3,Colobus_polykomos,monochromatic
AKR1C3,Ateles_paniscus,monochromatic
AKR1C3,Cercopithecus_petaurista,monochromatic
AKR1C3,Pygathrix_cinerea,monochromatic
AKR1C3,Trachypithecus_obscurus,dichromatic
AKR1C3,Trachypithecus_geei,dichromatic
AKR1C3,Cercopithecus_preussi,monochromatic
AKR1C3,Pithecia_pithecia,dichromatic
AKR1C3,Cercopithecus_ascanius,monochromatic
AKR1C3,Callicebus_caligatus,monochromatic
AKR1C3,Allenopithecus_nigroviridis,monochromatic
AKR1C3,Cercopithecus_mitis,monochromatic
AKR1C3,Alouatta_palliata,monochromatic
AKR1C3,Trachypithecus_johnii,dichromatic
AKR1C3,Ateles_chamek,monochromatic
AKR1C3,Hylobates_klossii,monochromatic
AKR1C3,Cercopithecus_nictitans,monochromatic
AKR1C3,Cercopithecus_solatus,monochromatic
AKR1C3,Simias_concolor,monochromatic
AKR1C3,Macaca_fuscata,monochromatic
AKR1C3,Trachypithecus_vetulus,monochromatic
AKR1C3,Trachypithecus_cristatus,dichromatic
AKR1C3,Macaca_cyclopis,monochromatic
AKR1C3,Eulemur_fulvus,monochromatic
AKR1C3,Eulemur_mongoz,dichromatic
AKR1C3,Eulemur_rubriventer,monochromatic
AKR1C3,Macaca_tonkeana,monochromatic
AKR1C3,Cercopithecus_pogonias,monochromatic
AKR1C3,Hapalemur_griseus,monochromatic
AKR1C3,Mandrillus_sphinx,monochromatic
AKR1C3,Papio_cynocephalus,monochromatic
AKR1C3,Erythrocebus_patas,dichromatic
AKR1C3,Cercopithecus_cephus,monochromatic
AKR1C3,Eulemur_flavifrons,dichromatic
AKR1C3,Macaca_arctoides,dichromatic
AKR1C3,Saimiri_ustus,monochromatic
AKR1C3,Callicebus_cinerascens,monochromatic
AKR1C3,Cacajao_calvus,monochromatic
AKR1C3,Cercopithecus_diana,monochromatic
AKR1C3,Cercocebus_torquatus,monochromatic
AKR1C3,Nomascus_concolor,dichromatic
AKR1C3,Brachyteles_arachnoides,monochromatic
AKR1C3,Trachypithecus_auratus,dichromatic
AKR1C3,Cebus_olivaceus,monochromatic
AKR1C3,Ateles_marginatus,monochromatic
AKR1C4,Cercopithecus_hamlyni,dichromatic
AKR1C4,Cacajao_melanocephalus,monochromatic
AKR1C4,Cercopithecus_neglectus,monochromatic
AKR1C4,Macaca_nigra,monochromatic
AKR1C4,Rhinopithecus_bieti,monochromatic
AKR1C4,Varecia_variegata,monochromatic
AKR1C4,Macaca_mulatta,monochromatic
AKR1C4,Hylobates_agilis,monochromatic
AKR1C4,Lagothrix_lagotricha,monochromatic
AKR1C4,Pygathrix_nemaeus,monochromatic
AKR1C4,Callicebus_moloch,monochromatic
AKR1C4,Ateles_geoffroyi,monochromatic
AKR1C4,Papio_papio,monochromatic
AKR1C4,Prolemur_simus,monochromatic
AKR1C4,Chiropotes_chiropotes,monochromatic
AKR1C4,Eulemur_coronatus,monochromatic
AKR1C4,Trachypithecus_pileatus,dichromatic
AKR1C4,Alouatta_seniculus,monochromatic
AKR1C4,Macaca_radiata,monochromatic
AKR1C4,Saimiri_sciureus,monochromatic
AKR1C4,Saimiri_oerstedii,monochromatic
AKR1C4,Cebus_albifrons,monochromatic
AKR1C4,Alouatta_caraya,dichromatic
AKR1C4,Callicebus_brunneus,monochromatic
AKR1C4,Nomascus_gabriellae,dichromatic
AKR1C4,Cercopithecus_campbelli,monochromatic
AKR1C4,Callicebus_hoffmannsi,monochromatic
AKR1C4,Papio_ursinus,monochromatic
AKR1C4,Pithecia_albicans,monochromatic
AKR1C4,Presbytis_melalophos,monochromatic
AKR1C4,Eulemur_macaco,dichromatic
AKR1C4,Hylobates_pileatus,dichromatic
AKR1C4,Alouatta_belzebul,monochromatic
AKR1C4,Callicebus_donacophilus,monochromatic
AKR1C4,Ateles_fusciceps,monochromatic
AKR1C4,Ateles_belzebuth,monochromatic
AKR1C4,Cercopithecus_lhoesti,monochromatic
AKR1C4,Presbytis_comata,monochromatic
AKR1C4,Cercopithecus_mona,monochromatic
AKR1C4,Colobus_polykomos,monochromatic
AKR1C4,Ateles_paniscus,monochromatic
AKR1C4,Hylobates_moloch,monochromatic
AKR1C4,Cercopithecus_petaurista,monochromatic
AKR1C4,Trachypithecus_obscurus,dichromatic
AKR1C4,Trachypithecus_geei,dichromatic
AKR1C4,Cercopithecus_preussi,monochromatic
AKR1C4,Pithecia_pithecia,dichromatic
AKR1C4,Cercopithecus_ascanius,monochromatic
AKR1C4,Callicebus_caligatus,monochromatic
AKR1C4,Cercopithecus_mitis,monochromatic
AKR1C4,Alouatta_palliata,monochromatic
AKR1C4,Trachypithecus_johnii,dichromatic
AKR1C4,Ateles_chamek,monochromatic
AKR1C4,Sapajus_apella,monochromatic
AKR1C4,Hylobates_klossii,monochromatic
AKR1C4,Cercopithecus_nictitans,monochromatic
AKR1C4,Cercopithecus_solatus,monochromatic
AKR1C4,Macaca_fuscata,monochromatic
AKR1C4,Trachypithecus_vetulus,monochromatic
AKR1C4,Trachypithecus_cristatus,dichromatic
AKR1C4,Macaca_cyclopis,monochromatic
AKR1C4,Eulemur_fulvus,monochromatic
AKR1C4,Eulemur_mongoz,dichromatic
AKR1C4,Eulemur_rubriventer,monochromatic
AKR1C4,Macaca_tonkeana,monochromatic
AKR1C4,Cercopithecus_pogonias,monochromatic
AKR1C4,Hapalemur_griseus,monochromatic
AKR1C4,Mandrillus_sphinx,monochromatic
AKR1C4,Papio_cynocephalus,monochromatic
AKR1C4,Erythrocebus_patas,dichromatic
AKR1C4,Saimiri_boliviensis,monochromatic
AKR1C4,Cercopithecus_cephus,monochromatic
AKR1C4,Eulemur_flavifrons,dichromatic
AKR1C4,Macaca_arctoides,dichromatic
AKR1C4,Macaca_thibetana,monochromatic
AKR1C4,Saimiri_ustus,monochromatic
AKR1C4,Callicebus_cinerascens,monochromatic
AKR1C4,Cacajao_calvus,monochromatic
AKR1C4,Cercopithecus_diana,monochromatic
AKR1C4,Cercocebus_torquatus,monochromatic
AKR1C4,Nomascus_concolor,dichromatic
AKR1C4,Brachyteles_arachnoides,monochromatic
AKR1C4,Trachypithecus_auratus,dichromatic
AKR1C4,Cebus_olivaceus,monochromatic
AKR1C4,Ateles_marginatus,monochromatic
AKR1C8,Cercopithecus_hamlyni,dichromatic
AKR1C8,Cacajao_melanocephalus,monochromatic
AKR1C8,Cercopithecus_neglectus,monochromatic
AKR1C8,Colobus_guereza,dichromatic
AKR1C8,Macaca_nigra,monochromatic
AKR1C8,Varecia_variegata,monochromatic
AKR1C8,Macaca_mulatta,monochromatic
AKR1C8,Hylobates_agilis,monochromatic
AKR1C8,Lagothrix_lagotricha,monochromatic
AKR1C8,Pygathrix_nemaeus,monochromatic
AKR1C8,Callicebus_moloch,monochromatic
AKR1C8,Ateles_geoffroyi,monochromatic
AKR1C8,Papio_papio,monochromatic
AKR1C8,Prolemur_simus,monochromatic
AKR1C8,Chiropotes_chiropotes,monochromatic
AKR1C8,Eulemur_coronatus,monochromatic
AKR1C8,Trachypithecus_pileatus,dichromatic
AKR1C8,Alouatta_seniculus,monochromatic
AKR1C8,Macaca_radiata,monochromatic
AKR1C8,Saimiri_sciureus,monochromatic
AKR1C8,Saimiri_oerstedii,monochromatic
AKR1C8,Cebus_albifrons,monochromatic
AKR1C8,Alouatta_caraya,dichromatic
AKR1C8,Callicebus_brunneus,monochromatic
AKR1C8,Nomascus_gabriellae,dichromatic
AKR1C8,Cercopithecus_campbelli,monochromatic
AKR1C8,Callicebus_hoffmannsi,monochromatic
AKR1C8,Papio_ursinus,monochromatic
AKR1C8,Pithecia_albicans,monochromatic
AKR1C8,Presbytis_melalophos,monochromatic
AKR1C8,Eulemur_macaco,dichromatic
AKR1C8,Hylobates_pileatus,dichromatic
AKR1C8,Alouatta_belzebul,monochromatic
AKR1C8,Callicebus_donacophilus,monochromatic
AKR1C8,Ateles_fusciceps,monochromatic
AKR1C8,Ateles_belzebuth,monochromatic
AKR1C8,Cercopithecus_lhoesti,monochromatic
AKR1C8,Presbytis_comata,monochromatic
AKR1C8,Cercopithecus_mona,monochromatic
AKR1C8,Colobus_polykomos,monochromatic
AKR1C8,Ateles_paniscus,monochromatic
AKR1C8,Hylobates_moloch,monochromatic
AKR1C8,Cercopithecus_petaurista,monochromatic
AKR1C8,Pygathrix_cinerea,monochromatic
AKR1C8,Trachypithecus_obscurus,dichromatic
AKR1C8,Trachypithecus_geei,dichromatic
AKR1C8,Cercopithecus_preussi,monochromatic
AKR1C8,Pithecia_pithecia,dichromatic
AKR1C8,Cercopithecus_ascanius,monochromatic
AKR1C8,Callicebus_caligatus,monochromatic
AKR1C8,Allenopithecus_nigroviridis,monochromatic
AKR1C8,Cercopithecus_mitis,monochromatic
AKR1C8,Alouatta_palliata,monochromatic
AKR1C8,Trachypithecus_johnii,dichromatic
AKR1C8,Ateles_chamek,monochromatic
AKR1C8,Hylobates_klossii,monochromatic
AKR1C8,Cercopithecus_nictitans,monochromatic
AKR1C8,Cercopithecus_solatus,monochromatic
AKR1C8,Macaca_fuscata,monochromatic
AKR1C8,Trachypithecus_vetulus,monochromatic
AKR1C8,Trachypithecus_cristatus,dichromatic
AKR1C8,Macaca_cyclopis,monochromatic
AKR1C8,Lophocebus_aterrimus,monochromatic
AKR1C8,Eulemur_fulvus,monochromatic
AKR1C8,Eulemur_mongoz,dichromatic
AKR1C8,Eulemur_rubriventer,monochromatic
AKR1C8,Macaca_tonkeana,monochromatic
AKR1C8,Cercopithecus_pogonias,monochromatic
AKR1C8,Hapalemur_griseus,monochromatic
AKR1C8,Mandrillus_sphinx,monochromatic
AKR1C8,Papio_cynocephalus,monochromatic
AKR1C8,Erythrocebus_patas,dichromatic
AKR1C8,Cercopithecus_cephus,monochromatic
AKR1C8,Eulemur_flavifrons,dichromatic
AKR1C8,Macaca_arctoides,dichromatic
AKR1C8,Macaca_thibetana,monochromatic
AKR1C8,Saimiri_ustus,monochromatic
AKR1C8,Callicebus_cinerascens,monochromatic
AKR1C8,Cercopithecus_diana,monochromatic
AKR1C8,Cercocebus_torquatus,monochromatic
AKR1C8,Nomascus_concolor,dichromatic
AKR1C8,Trachypithecus_auratus,dichromatic
AKR1C8,Cebus_olivaceus,monochromatic
AKR1C8,Ateles_marginatus,monochromatic
AR,Cercopithecus_hamlyni,dichromatic
AR,Cacajao_melanocephalus,monochromatic
AR,Cercopithecus_neglectus,monochromatic
AR,Colobus_guereza,dichromatic
AR,Nomascus_leucogenys,dichromatic
AR,Macaca_nigra,monochromatic
AR,Rhinopithecus_bieti,monochromatic
AR,Varecia_variegata,monochromatic
AR,Macaca_mulatta,monochromatic
AR,Hylobates_agilis,monochromatic
AR,Lagothrix_lagotricha,monochromatic
AR,Pygathrix_nemaeus,monochromatic
AR,Callicebus_moloch,monochromatic
AR,Ateles_geoffroyi,monochromatic
AR,Papio_papio,monochromatic
AR,Prolemur_simus,monochromatic
AR,Chiropotes_chiropotes,monochromatic
AR,Eulemur_coronatus,monochromatic
AR,Trachypithecus_pileatus,dichromatic
AR,Alouatta_seniculus,monochromatic
AR,Macaca_radiata,monochromatic
AR,Saimiri_sciureus,monochromatic
AR,Saimiri_oerstedii,monochromatic
AR,Theropithecus_gelada,monochromatic
AR,Cebus_albifrons,monochromatic
AR,Alouatta_caraya,dichromatic
AR,Mandrillus_leucophaeus,monochromatic
AR,Callicebus_brunneus,monochromatic
AR,Nomascus_gabriellae,dichromatic
AR,Cercopithecus_campbelli,monochromatic
AR,Callicebus_hoffmannsi,monochromatic
AR,Papio_ursinus,monochromatic
AR,Pithecia_albicans,monochromatic
AR,Presbytis_melalophos,monochromatic
AR,Eulemur_macaco,dichromatic
AR,Hylobates_pileatus,dichromatic
AR,Alouatta_belzebul,monochromatic
AR,Callicebus_donacophilus,monochromatic
AR,Ateles_belzebuth,monochromatic
AR,Cercopithecus_lhoesti,monochromatic
AR,Presbytis_comata,monochromatic
AR,Cercopithecus_mona,monochromatic
AR,Colobus_polykomos,monochromatic
AR,Ateles_paniscus,monochromatic
AR,Hylobates_moloch,monochromatic
AR,Cercopithecus_petaurista,monochromatic
AR,Pygathrix_cinerea,monochromatic
AR,Trachypithecus_obscurus,dichromatic
AR,Trachypithecus_geei,dichromatic
AR,Cercopithecus_preussi,monochromatic
AR,Pithecia_pithecia,dichromatic
AR,Cercopithecus_ascanius,monochromatic
AR,Callicebus_caligatus,monochromatic
AR,Cercocebus_atys,monochromatic
AR,Allenopithecus_nigroviridis,monochromatic
AR,Cercopithecus_mitis,monochromatic
AR,Alouatta_palliata,monochromatic
AR,Trachypithecus_johnii,dichromatic
AR,Ateles_chamek,monochromatic
AR,Sapajus_apella,monochromatic
AR,Papio_anubis,monochromatic
AR,Hylobates_klossii,monochromatic
AR,Cercopithecus_nictitans,monochromatic
AR,Cercopithecus_solatus,monochromatic
AR,Simias_concolor,monochromatic
AR,Macaca_fuscata,monochromatic
AR,Trachypithecus_vetulus,monochromatic
AR,Symphalangus_syndactylus,monochromatic
AR,Colobus_angolensis,dichromatic
AR,Trachypithecus_cristatus,dichromatic
AR,Macaca_cyclopis,monochromatic
AR,Lophocebus_aterrimus,monochromatic
AR,Eulemur_fulvus,monochromatic
AR,Rhinopithecus_roxellana,monochromatic
AR,Eulemur_mongoz,dichromatic
AR,Eulemur_rubriventer,monochromatic
AR,Macaca_tonkeana,monochromatic
AR,Cercopithecus_pogonias,monochromatic
AR,Hapalemur_griseus,monochromatic
AR,Lemur_catta,monochromatic
AR,Mandrillus_sphinx,monochromatic
AR,Papio_cynocephalus,monochromatic
AR,Erythrocebus_patas,dichromatic
AR,Saimiri_boliviensis,monochromatic
AR,Cercopithecus_cephus,monochromatic
AR,Eulemur_flavifrons,dichromatic
AR,Macaca_arctoides,dichromatic
AR,Presbytis_potenziani,monochromatic
AR,Macaca_thibetana,monochromatic
AR,Trachypithecus_francoisi,dichromatic
AR,Saimiri_ustus,monochromatic
AR,Callicebus_cinerascens,monochromatic
AR,Cacajao_calvus,monochromatic
AR,Cercopithecus_diana,monochromatic
AR,Nomascus_concolor,dichromatic
AR,Brachyteles_arachnoides,monochromatic
AR,Trachypithecus_auratus,dichromatic
AR,Cebus_olivaceus,monochromatic
AR,Ateles_marginatus,monochromatic
ASIP,Cercopithecus_hamlyni,dichromatic
ASIP,Cacajao_melanocephalus,monochromatic
ASIP,Cercopithecus_neglectus,monochromatic
ASIP,Colobus_guereza,dichromatic
ASIP,Macaca_nigra,monochromatic
ASIP,Rhinopithecus_bieti,monochromatic
ASIP,Varecia_variegata,monochromatic
ASIP,Macaca_mulatta,monochromatic
ASIP,Lagothrix_lagotricha,monochromatic
ASIP,Pygathrix_nemaeus,monochromatic
ASIP,Callicebus_moloch,monochromatic
ASIP,Ateles_geoffroyi,monochromatic
ASIP,Papio_papio,monochromatic
ASIP,Prolemur_simus,monochromatic
ASIP,Chiropotes_chiropotes,monochromatic
ASIP,Eulemur_coronatus,monochromatic
ASIP,Trachypithecus_pileatus,dichromatic
ASIP,Macaca_radiata,monochromatic
ASIP,Saimiri_oerstedii,monochromatic
ASIP,Theropithecus_gelada,monochromatic
ASIP,Cebus_albifrons,monochromatic
ASIP,Mandrillus_leucophaeus,monochromatic
ASIP,Callicebus_brunneus,monochromatic
ASIP,Cercopithecus_campbelli,monochromatic
ASIP,Callicebus_hoffmannsi,monochromatic
ASIP,Papio_ursinus,monochromatic
ASIP,Pithecia_albicans,monochromatic
ASIP,Presbytis_melalophos,monochromatic
ASIP,Eulemur_macaco,dichromatic
ASIP,Callicebus_donacophilus,monochromatic
ASIP,Ateles_belzebuth,monochromatic
ASIP,Cercopithecus_lhoesti,monochromatic
ASIP,Presbytis_comata,monochromatic
ASIP,Cercopithecus_mona,monochromatic
ASIP,Colobus_polykomos,monochromatic
ASIP,Ateles_paniscus,monochromatic
ASIP,Cercopithecus_petaurista,monochromatic
ASIP,Pygathrix_cinerea,monochromatic
ASIP,Trachypithecus_obscurus,dichromatic
ASIP,Trachypithecus_geei,dichromatic
ASIP,Cercopithecus_preussi,monochromatic
ASIP,Pithecia_pithecia,dichromatic
ASIP,Cercopithecus_ascanius,monochromatic
ASIP,Callicebus_caligatus,monochromatic
ASIP,Cercocebus_atys,monochromatic
ASIP,Allenopithecus_nigroviridis,monochromatic
ASIP,Cercopithecus_mitis,monochromatic
ASIP,Trachypithecus_johnii,dichromatic
ASIP,Ateles_chamek,monochromatic
ASIP,Sapajus_apella,monochromatic
ASIP,Papio_anubis,monochromatic
ASIP,Cercopithecus_nictitans,monochromatic
ASIP,Cercopithecus_solatus,monochromatic
ASIP,Simias_concolor,monochromatic
ASIP,Macaca_fuscata,monochromatic
ASIP,Trachypithecus_vetulus,monochromatic
ASIP,Trachypithecus_cristatus,dichromatic
ASIP,Macaca_cyclopis,monochromatic
ASIP,Lophocebus_aterrimus,monochromatic
ASIP,Eulemur_fulvus,monochromatic
ASIP,Rhinopithecus_roxellana,monochromatic
ASIP,Eulemur_mongoz,dichromatic
ASIP,Eulemur_rubriventer,monochromatic
ASIP,Macaca_tonkeana,monochromatic
ASIP,Cercopithecus_pogonias,monochromatic
ASIP,Hapalemur_griseus,monochromatic
ASIP,Mandrillus_sphinx,monochromatic
ASIP,Papio_cynocephalus,monochromatic
ASIP,Erythrocebus_patas,dichromatic
ASIP,Cercopithecus_cephus,monochromatic
ASIP,Eulemur_flavifrons,dichromatic
ASIP,Macaca_arctoides,dichromatic
ASIP,Presbytis_potenziani,monochromatic
ASIP,Macaca_thibetana,monochromatic
ASIP,Trachypithecus_francoisi,dichromatic
ASIP,Callicebus_cinerascens,monochromatic
ASIP,Cacajao_calvus,monochromatic
ASIP,Cercopithecus_diana,monochromatic
ASIP,Cercocebus_torquatus,monochromatic
ASIP,Brachyteles_arachnoides,monochromatic
ASIP,Trachypithecus_auratus,dichromatic
ASIP,Cebus_olivaceus,monochromatic
ASIP,Ateles_marginatus,monochromatic
BNC2,Cercopithecus_hamlyni,dichromatic
BNC2,Cacajao_melanocephalus,monochromatic
BNC2,Cercopithecus_neglectus,monochromatic
BNC2,Nomascus_leucogenys,dichromatic
BNC2,Macaca_mulatta,monochromatic
BNC2,Hylobates_agilis,monochromatic
BNC2,Lagothrix_lagotricha,monochromatic
BNC2,Pygathrix_nemaeus,monochromatic
BNC2,Callicebus_moloch,monochromatic
BNC2,Ateles_geoffroyi,monochromatic
BNC2,Prolemur_simus,monochromatic
BNC2,Chiropotes_chiropotes,monochromatic
BNC2,Eulemur_coronatus,monochromatic
BNC2,Trachypithecus_pileatus,dichromatic
BNC2,Alouatta_seniculus,monochromatic
BNC2,Macaca_radiata,monochromatic
BNC2,Saimiri_sciureus,monochromatic
