gene,species,state,method,pct_identity,aln_len,ref_len,aln_ref_ratio,ratio_flag
AKR1C2,Pithecia_albicans,monochromatic,miniprot,0.8916,963,969,0.994,
AKR1C2,Presbytis_melalophos,monochromatic,miniprot,0.7007,963,969,0.994,
AKR1C2,Eulemur_macaco,dichromatic,miniprot,0.8266,963,969,0.994,
AKR1C2,Callicebus_donacophilus,monochromatic,miniprot,0.9117,963,969,0.994,
AKR1C2,Ateles_belzebuth,monochromatic,miniprot,0.8824,963,969,0.994,
AKR1C2,Presbytis_comata,monochromatic,miniprot,0.7007,963,969,0.994,
AKR1C2,Cercopithecus_mona,monochromatic,miniprot,0.6966,963,969,0.994,
AKR1C2,Colobus_polykomos,monochromatic,miniprot,0.7041,963,969,0.994,
AKR1C2,Ateles_paniscus,monochromatic,miniprot,0.8824,963,969,0.994,
AKR1C2,Cercopithecus_petaurista,monochromatic,miniprot,0.9348,963,969,0.994,
AKR1C2,Pygathrix_cinerea,monochromatic,miniprot,0.7032,963,969,0.994,
AKR1C2,Trachypithecus_obscurus,dichromatic,miniprot,0.8854,963,969,0.994,
AKR1C2,Trachypithecus_geei,dichromatic,miniprot,0.8854,963,969,0.994,
AKR1C2,Cercopithecus_preussi,monochromatic,miniprot,0.7007,963,969,0.994,
AKR1C2,Pithecia_pithecia,dichromatic,miniprot,0.8916,963,969,0.994,
AKR1C2,Cercopithecus_ascanius,monochromatic,miniprot,0.6966,963,969,0.994,
AKR1C2,Callicebus_caligatus,monochromatic,miniprot,0.8545,963,969,0.994,
AKR1C2,Allenopithecus_nigroviridis,monochromatic,miniprot,0.6904,963,969,0.994,
AKR1C2,Cercopithecus_mitis,monochromatic,miniprot,0.8978,963,969,0.994,
AKR1C2,Trachypithecus_johnii,dichromatic,miniprot,0.8885,963,969,0.994,
AKR1C2,Ateles_chamek,monochromatic,miniprot,0.8854,963,969,0.994,
AKR1C2,Hylobates_klossii,monochromatic,miniprot,0.8669,963,969,0.994,
AKR1C2,Cercopithecus_nictitans,monochromatic,miniprot,0.9255,963,969,0.994,
AKR1C2,Cercopithecus_solatus,monochromatic,miniprot,0.6935,963,969,0.994,
AKR1C2,Macaca_fuscata,monochromatic,miniprot,0.8893,963,969,0.994,
AKR1C2,Trachypithecus_vetulus,monochromatic,miniprot,0.8885,963,969,0.994,
AKR1C2,Trachypithecus_cristatus,dichromatic,miniprot,0.8885,963,969,0.994,
AKR1C2,Macaca_cyclopis,monochromatic,miniprot,0.9257,963,969,0.994,
AKR1C2,Eulemur_fulvus,monochromatic,miniprot,0.8285,963,969,0.994,
AKR1C2,Eulemur_mongoz,dichromatic,miniprot,0.7181,963,969,0.994,
AKR1C2,Eulemur_rubriventer,monochromatic,miniprot,0.7089,963,969,0.994,
AKR1C2,Macaca_tonkeana,monochromatic,miniprot,0.8885,963,969,0.994,
AKR1C2,Cercopithecus_pogonias,monochromatic,miniprot,0.6966,963,969,0.994,
AKR1C2,Hapalemur_griseus,monochromatic,miniprot,0.8516,963,969,0.994,
AKR1C2,Papio_cynocephalus,monochromatic,miniprot,0.922,963,969,0.994,
AKR1C2,Erythrocebus_patas,dichromatic,miniprot,0.8916,963,969,0.994,
AKR1C2,Cercopithecus_cephus,monochromatic,miniprot,0.6973,963,969,0.994,
AKR1C2,Eulemur_flavifrons,dichromatic,miniprot,0.8204,963,969,0.994,
AKR1C2,Macaca_arctoides,dichromatic,miniprot,0.9195,963,969,0.994,
AKR1C2,Callicebus_cinerascens,monochromatic,miniprot,0.8947,963,969,0.994,
AKR1C2,Cacajao_calvus,monochromatic,miniprot,0.894,963,969,0.994,
AKR1C2,Cercopithecus_diana,monochromatic,miniprot,0.6973,963,969,0.994,
AKR1C2,Cercocebus_torquatus,monochromatic,miniprot,0.9081,963,969,0.994,
AKR1C2,Nomascus_concolor,dichromatic,miniprot,0.8638,963,969,0.994,
AKR1C2,Trachypithecus_auratus,dichromatic,miniprot,0.8885,963,969,0.994,
AKR1C2,Cebus_olivaceus,monochromatic,miniprot,0.8905,963,969,0.994,
AKR1C3,Cercopithecus_hamlyni,dichromatic,miniprot,0.9823,948,969,0.978,
AKR1C3,Cacajao_melanocephalus,monochromatic,miniprot,0.8657,948,969,0.978,
AKR1C3,Cercopithecus_neglectus,monochromatic,miniprot,0.8653,948,969,0.978,
AKR1C3,Colobus_guereza,dichromatic,miniprot,0.9907,948,969,0.978,
AKR1C3,Lagothrix_lagotricha,monochromatic,miniprot,0.9443,948,969,0.978,
AKR1C3,Pygathrix_nemaeus,monochromatic,miniprot,0.9938,948,969,0.978,
AKR1C3,Callicebus_moloch,monochromatic,miniprot,0.9226,948,969,0.978,
AKR1C3,Ateles_geoffroyi,monochromatic,miniprot,0.8607,948,969,0.978,
AKR1C3,Papio_papio,monochromatic,miniprot,0.9628,948,969,0.978,
AKR1C3,Prolemur_simus,monochromatic,miniprot,0.8762,948,969,0.978,
AKR1C3,Chiropotes_chiropotes,monochromatic,miniprot,0.8514,948,969,0.978,
AKR1C3,Eulemur_coronatus,monochromatic,miniprot,0.8619,948,969,0.978,
AKR1C3,Trachypithecus_pileatus,dichromatic,miniprot,0.9938,948,969,0.978,
AKR1C3,Macaca_radiata,monochromatic,miniprot,0.9962,948,969,0.978,
AKR1C3,Saimiri_sciureus,monochromatic,miniprot,0.883,948,969,0.978,
AKR1C3,Alouatta_caraya,dichromatic,miniprot,0.8869,948,969,0.978,
AKR1C3,Callicebus_brunneus,monochromatic,miniprot,0.8669,948,969,0.978,
AKR1C3,Nomascus_gabriellae,dichromatic,miniprot,0.9845,948,969,0.978,
AKR1C3,Cercopithecus_campbelli,monochromatic,miniprot,0.8833,948,969,0.978,
AKR1C3,Callicebus_hoffmannsi,monochromatic,miniprot,0.8799,948,969,0.978,
AKR1C3,Papio_ursinus,monochromatic,miniprot,0.9929,948,969,0.978,
AKR1C3,Pithecia_albicans,monochromatic,miniprot,0.8638,948,969,0.978,
AKR1C3,Presbytis_melalophos,monochromatic,miniprot,0.7279,948,969,0.978,
AKR1C3,Eulemur_macaco,dichromatic,miniprot,0.8638,948,969,0.978,
AKR1C3,Hylobates_pileatus,dichromatic,miniprot,0.9845,948,969,0.978,
AKR1C3,Callicebus_donacophilus,monochromatic,miniprot,0.8763,948,969,0.978,
AKR1C3,Ateles_belzebuth,monochromatic,miniprot,0.8607,948,969,0.978,
AKR1C3,Cercopithecus_lhoesti,monochromatic,miniprot,0.7245,948,969,0.978,
AKR1C3,Presbytis_comata,monochromatic,miniprot,0.7279,948,969,0.978,
AKR1C3,Cercopithecus_mona,monochromatic,miniprot,0.7342,948,969,0.978,
AKR1C3,Colobus_polykomos,monochromatic,miniprot,0.7313,948,969,0.978,
AKR1C3,Ateles_paniscus,monochromatic,miniprot,0.9513,948,969,0.978,
AKR1C3,Cercopithecus_petaurista,monochromatic,miniprot,0.8859,948,969,0.978,
AKR1C3,Pygathrix_cinerea,monochromatic,miniprot,0.7342,948,969,0.978,
AKR1C3,Trachypithecus_obscurus,dichromatic,miniprot,0.9938,948,969,0.978,
AKR1C3,Trachypithecus_geei,dichromatic,miniprot,0.9938,948,969,0.978,
AKR1C3,Cercopithecus_preussi,monochromatic,miniprot,0.7279,948,969,0.978,
AKR1C3,Pithecia_pithecia,dichromatic,miniprot,0.8638,948,969,0.978,
AKR1C3,Cercopithecus_ascanius,monochromatic,miniprot,0.7342,948,969,0.978,
AKR1C3,Callicebus_caligatus,monochromatic,miniprot,0.9257,948,969,0.978,
AKR1C3,Allenopithecus_nigroviridis,monochromatic,miniprot,0.7278,948,969,0.978,
AKR1C3,Cercopithecus_mitis,monochromatic,miniprot,0.8731,948,969,0.978,
AKR1C3,Trachypithecus_johnii,dichromatic,miniprot,0.9969,948,969,0.978,
AKR1C3,Ateles_chamek,monochromatic,miniprot,0.9381,948,969,0.978,
AKR1C3,Hylobates_klossii,monochromatic,miniprot,0.9845,948,969,0.978,
AKR1C3,Cercopithecus_nictitans,monochromatic,miniprot,0.8784,948,969,0.978,
AKR1C3,Cercopithecus_solatus,monochromatic,miniprot,0.731,948,969,0.978,
AKR1C3,Macaca_fuscata,monochromatic,miniprot,1.0,948,969,0.978,
AKR1C3,Trachypithecus_vetulus,monochromatic,miniprot,0.9969,948,969,0.978,
AKR1C3,Trachypithecus_cristatus,dichromatic,miniprot,0.9907,948,969,0.978,
AKR1C3,Macaca_cyclopis,monochromatic,miniprot,1.0,948,969,0.978,
AKR1C3,Eulemur_fulvus,monochromatic,miniprot,0.8619,948,969,0.978,
AKR1C3,Eulemur_mongoz,dichromatic,miniprot,0.7324,948,969,0.978,
AKR1C3,Eulemur_rubriventer,monochromatic,miniprot,0.7215,948,969,0.978,
AKR1C3,Macaca_tonkeana,monochromatic,miniprot,1.0,948,969,0.978,
AKR1C3,Cercopithecus_pogonias,monochromatic,miniprot,0.7342,948,969,0.978,
AKR1C3,Hapalemur_griseus,monochromatic,miniprot,0.8799,948,969,0.978,
AKR1C3,Papio_cynocephalus,monochromatic,miniprot,0.8712,948,969,0.978,
AKR1C3,Erythrocebus_patas,dichromatic,miniprot,0.8669,948,969,0.978,
AKR1C3,Cercopithecus_cephus,monochromatic,miniprot,0.7245,948,969,0.978,
AKR1C3,Eulemur_flavifrons,dichromatic,miniprot,0.8576,948,969,0.978,
AKR1C3,Macaca_arctoides,dichromatic,miniprot,0.9567,948,969,0.978,
AKR1C3,Callicebus_cinerascens,monochromatic,miniprot,0.9226,948,969,0.978,
AKR1C3,Cacajao_calvus,monochromatic,miniprot,0.8657,948,969,0.978,
AKR1C3,Cercocebus_torquatus,monochromatic,miniprot,0.8763,948,969,0.978,
AKR1C3,Nomascus_concolor,dichromatic,miniprot,0.9814,948,969,0.978,
AKR1C3,Brachyteles_arachnoides,monochromatic,miniprot,0.9319,948,969,0.978,
AKR1C3,Trachypithecus_auratus,dichromatic,miniprot,0.9907,948,969,0.978,
AKR1C3,Ateles_marginatus,monochromatic,miniprot,0.9381,948,969,0.978,
AKR1C4,Cercopithecus_hamlyni,dichromatic,miniprot,0.8551,969,969,1.0,
AKR1C4,Cacajao_melanocephalus,monochromatic,miniprot,0.8233,969,969,1.0,
AKR1C4,Cercopithecus_neglectus,monochromatic,miniprot,0.835,969,969,1.0,
AKR1C4,Macaca_nigra,monochromatic,miniprot,0.9319,969,969,1.0,
AKR1C4,Rhinopithecus_bieti,monochromatic,direct,,969,969,1.0,
AKR1C4,Macaca_mulatta,monochromatic,direct,,969,969,1.0,
AKR1C4,Hylobates_agilis,monochromatic,miniprot,0.6871,969,969,1.0,
AKR1C4,Lagothrix_lagotricha,monochromatic,miniprot,0.8173,969,969,1.0,
AKR1C4,Pygathrix_nemaeus,monochromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Callicebus_moloch,monochromatic,miniprot,0.8359,969,969,1.0,
AKR1C4,Ateles_geoffroyi,monochromatic,miniprot,0.8854,969,969,1.0,
AKR1C4,Papio_papio,monochromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Prolemur_simus,monochromatic,miniprot,0.8545,969,969,1.0,
AKR1C4,Chiropotes_chiropotes,monochromatic,miniprot,0.805,969,969,1.0,
AKR1C4,Eulemur_coronatus,monochromatic,miniprot,0.8243,969,969,1.0,
AKR1C4,Trachypithecus_pileatus,dichromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Macaca_radiata,monochromatic,miniprot,0.8339,969,969,1.0,
AKR1C4,Saimiri_sciureus,monochromatic,miniprot,0.8404,969,969,1.0,
AKR1C4,Saimiri_oerstedii,monochromatic,miniprot,0.8652,969,969,1.0,
AKR1C4,Cebus_albifrons,monochromatic,miniprot,0.8975,969,969,1.0,
AKR1C4,Alouatta_caraya,dichromatic,miniprot,0.841,969,969,1.0,
AKR1C4,Callicebus_brunneus,monochromatic,miniprot,0.8204,969,969,1.0,
AKR1C4,Nomascus_gabriellae,dichromatic,miniprot,0.8483,969,969,1.0,
AKR1C4,Cercopithecus_campbelli,monochromatic,miniprot,0.8599,969,969,1.0,
AKR1C4,Callicebus_hoffmannsi,monochromatic,miniprot,0.8339,969,969,1.0,
AKR1C4,Papio_ursinus,monochromatic,miniprot,0.8693,969,969,1.0,
AKR1C4,Pithecia_albicans,monochromatic,miniprot,0.8173,969,969,1.0,
AKR1C4,Presbytis_melalophos,monochromatic,miniprot,0.6939,969,969,1.0,
AKR1C4,Eulemur_macaco,dichromatic,miniprot,0.8421,969,969,1.0,
AKR1C4,Hylobates_pileatus,dichromatic,miniprot,0.9505,969,969,1.0,
AKR1C4,Callicebus_donacophilus,monochromatic,miniprot,0.7099,969,969,1.0,
AKR1C4,Ateles_fusciceps,monochromatic,miniprot,0.8916,969,969,1.0,
AKR1C4,Ateles_belzebuth,monochromatic,miniprot,0.8266,969,969,1.0,
AKR1C4,Cercopithecus_lhoesti,monochromatic,miniprot,0.6797,969,969,1.0,
AKR1C4,Presbytis_comata,monochromatic,miniprot,0.6939,969,969,1.0,
AKR1C4,Cercopithecus_mona,monochromatic,miniprot,0.6994,969,969,1.0,
AKR1C4,Colobus_polykomos,monochromatic,miniprot,0.6939,969,969,1.0,
AKR1C4,Ateles_paniscus,monochromatic,miniprot,0.8235,969,969,1.0,
AKR1C4,Hylobates_moloch,monochromatic,direct,,969,969,1.0,
AKR1C4,Cercopithecus_petaurista,monochromatic,miniprot,0.875,969,969,1.0,
AKR1C4,Trachypithecus_obscurus,dichromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Trachypithecus_geei,dichromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Cercopithecus_preussi,monochromatic,miniprot,0.6905,969,969,1.0,
AKR1C4,Cercopithecus_ascanius,monochromatic,miniprot,0.6994,969,969,1.0,
AKR1C4,Callicebus_caligatus,monochromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Cercopithecus_mitis,monochromatic,miniprot,0.904,969,969,1.0,
AKR1C4,Alouatta_palliata,monochromatic,miniprot,0.8885,969,969,1.0,
AKR1C4,Trachypithecus_johnii,dichromatic,miniprot,0.8421,969,969,1.0,
AKR1C4,Ateles_chamek,monochromatic,miniprot,0.8266,969,969,1.0,
AKR1C4,Sapajus_apella,monochromatic,direct,,969,969,1.0,
AKR1C4,Hylobates_klossii,monochromatic,miniprot,0.8483,969,969,1.0,
AKR1C4,Cercopithecus_nictitans,monochromatic,miniprot,0.8353,969,969,1.0,
AKR1C4,Cercopithecus_solatus,monochromatic,miniprot,0.6962,969,969,1.0,
AKR1C4,Macaca_fuscata,monochromatic,miniprot,0.8635,969,969,1.0,
AKR1C4,Trachypithecus_vetulus,monochromatic,miniprot,0.8421,969,969,1.0,
AKR1C4,Trachypithecus_cristatus,dichromatic,miniprot,0.8421,969,969,1.0,
AKR1C4,Macaca_cyclopis,monochromatic,miniprot,0.935,969,969,1.0,
AKR1C4,Eulemur_fulvus,monochromatic,miniprot,0.8243,969,969,1.0,
AKR1C4,Eulemur_mongoz,dichromatic,miniprot,0.7013,969,969,1.0,
AKR1C4,Eulemur_rubriventer,monochromatic,miniprot,0.6899,969,969,1.0,
AKR1C4,Macaca_tonkeana,monochromatic,miniprot,0.8625,969,969,1.0,
AKR1C4,Cercopithecus_pogonias,monochromatic,miniprot,0.6994,969,969,1.0,
AKR1C4,Hapalemur_griseus,monochromatic,miniprot,0.8481,969,969,1.0,
AKR1C4,Papio_cynocephalus,monochromatic,miniprot,0.8169,969,969,1.0,
AKR1C4,Erythrocebus_patas,dichromatic,miniprot,0.8142,969,969,1.0,
AKR1C4,Cercopithecus_cephus,monochromatic,miniprot,0.6871,969,969,1.0,
AKR1C4,Eulemur_flavifrons,dichromatic,miniprot,0.8359,969,969,1.0,
AKR1C4,Macaca_arctoides,dichromatic,miniprot,0.839,969,969,1.0,
AKR1C4,Macaca_thibetana,monochromatic,direct,,969,969,1.0,
AKR1C4,Saimiri_ustus,monochromatic,miniprot,0.6944,969,969,1.0,
AKR1C4,Callicebus_cinerascens,monochromatic,miniprot,0.8142,969,969,1.0,
AKR1C4,Cacajao_calvus,monochromatic,miniprot,0.8233,969,969,1.0,
AKR1C4,Cercopithecus_diana,monochromatic,miniprot,0.6797,969,969,1.0,
AKR1C4,Cercocebus_torquatus,monochromatic,miniprot,0.8339,969,969,1.0,
AKR1C4,Nomascus_concolor,dichromatic,miniprot,0.8452,969,969,1.0,
AKR1C4,Brachyteles_arachnoides,monochromatic,miniprot,0.8854,969,969,1.0,
AKR1C4,Trachypithecus_auratus,dichromatic,miniprot,0.8421,969,969,1.0,
AKR1C4,Cebus_olivaceus,monochromatic,miniprot,0.8587,969,969,1.0,
AKR1C4,Ateles_marginatus,monochromatic,miniprot,0.8266,969,969,1.0,
AKR1C8,Cercopithecus_hamlyni,dichromatic,miniprot,0.9785,885,996,0.889,
AKR1C8,Cercopithecus_neglectus,monochromatic,miniprot,0.9785,885,996,0.889,
AKR1C8,Colobus_guereza,dichromatic,miniprot,0.9849,885,996,0.889,
AKR1C8,Macaca_nigra,monochromatic,miniprot,0.997,885,996,0.889,
AKR1C8,Macaca_mulatta,monochromatic,direct,,885,996,0.889,
AKR1C8,Hylobates_agilis,monochromatic,miniprot,0.9492,885,996,0.889,
AKR1C8,Lagothrix_lagotricha,monochromatic,miniprot,0.8769,885,996,0.889,
AKR1C8,Pygathrix_nemaeus,monochromatic,miniprot,0.9759,885,996,0.889,
AKR1C8,Callicebus_moloch,monochromatic,miniprot,0.8807,885,996,0.889,
AKR1C8,Ateles_geoffroyi,monochromatic,miniprot,0.88,885,996,0.889,
AKR1C8,Papio_papio,monochromatic,miniprot,0.9846,885,996,0.889,
AKR1C8,Eulemur_coronatus,monochromatic,miniprot,0.6931,885,996,0.889,
AKR1C8,Trachypithecus_pileatus,dichromatic,miniprot,1.0,885,996,0.889,
AKR1C8,Alouatta_seniculus,monochromatic,miniprot,0.6751,885,996,0.889,
AKR1C8,Macaca_radiata,monochromatic,miniprot,0.9877,885,996,0.889,
AKR1C8,Cebus_albifrons,monochromatic,miniprot,0.88,885,996,0.889,
AKR1C8,Alouatta_caraya,dichromatic,miniprot,0.878,885,996,0.889,
AKR1C8,Callicebus_brunneus,monochromatic,miniprot,0.8807,885,996,0.889,
AKR1C8,Nomascus_gabriellae,dichromatic,miniprot,0.954,885,996,0.889,
AKR1C8,Cercopithecus_campbelli,monochromatic,miniprot,0.9831,885,996,0.889,
AKR1C8,Callicebus_hoffmannsi,monochromatic,miniprot,0.8772,885,996,0.889,
AKR1C8,Papio_ursinus,monochromatic,miniprot,0.9815,885,996,0.889,
AKR1C8,Presbytis_melalophos,monochromatic,miniprot,0.9932,885,996,0.889,
AKR1C8,Eulemur_macaco,dichromatic,miniprot,0.72,885,996,0.889,
AKR1C8,Hylobates_pileatus,dichromatic,miniprot,0.9458,885,996,0.889,
AKR1C8,Alouatta_belzebul,monochromatic,miniprot,0.6782,885,996,0.889,
AKR1C8,Callicebus_donacophilus,monochromatic,miniprot,0.8769,885,996,0.889,
AKR1C8,Ateles_fusciceps,monochromatic,miniprot,0.88,885,996,0.889,
AKR1C8,Ateles_belzebuth,monochromatic,miniprot,0.8746,885,996,0.889,
AKR1C8,Cercopithecus_lhoesti,monochromatic,miniprot,0.9831,885,996,0.889,
AKR1C8,Presbytis_comata,monochromatic,miniprot,0.9932,885,996,0.889,
AKR1C8,Cercopithecus_mona,monochromatic,miniprot,0.988,885,996,0.889,
AKR1C8,Colobus_polykomos,monochromatic,miniprot,0.9932,885,996,0.889,
AKR1C8,Ateles_paniscus,monochromatic,miniprot,0.684,885,996,0.889,
AKR1C8,Hylobates_moloch,monochromatic,direct,,885,996,0.889,
AKR1C8,Cercopithecus_petaurista,monochromatic,miniprot,0.995,885,996,0.889,
AKR1C8,Pygathrix_cinerea,monochromatic,miniprot,0.9938,885,996,0.889,
AKR1C8,Trachypithecus_geei,dichromatic,miniprot,0.9781,885,996,0.889,
